participant_id,r1_rt_ms_mean,r2_rt_ms_mean,r3_rt_ms_mean,r4_rt_ms_mean,r5_rt_ms_mean,r6_rt_ms_mean,r7_rt_ms_mean,question_rt_ms_mean,choice_mode,group
roro101,,,,,,,,,right_canvas,a
