MD5,trial,label,PennElementType,PennElementName,Parameter,Value,participant_id,group,no,item,exp,condition,cb,left,right,target,results_time,event_time,elapsed_ms
fa649f0e435d0835cf89903f74d0fdb9,29,experiment,Key,r4,PressedKey,,6108da57e362f96a3ee32a88,b,40,14,1,exclusive,y,14b,14a,14a,2025-09-22 17:12:07+00:00,2025-09-22 17:05:09.866000+00:00,263.0
fa649f0e435d0835cf89903f74d0fdb9,29,experiment,Key,r5,PressedKey,,6108da57e362f96a3ee32a88,b,40,14,1,exclusive,y,14b,14a,14a,2025-09-22 17:12:07+00:00,2025-09-22 17:05:10.192000+00:00,326.0
fa649f0e435d0835cf89903f74d0fdb9,29,experiment,Key,r6,PressedKey,,6108da57e362f96a3ee32a88,b,40,14,1,exclusive,y,14b,14a,14a,2025-09-22 17:12:07+00:00,2025-09-22 17:05:10.615000+00:00,423.0
fa649f0e435d0835cf89903f74d0fdb9,29,experiment,Key,r7,PressedKey,,6108da57e362f96a3ee32a88,b,40,14,1,exclusive,y,14b,14a,14a,2025-09-22 17:12:07+00:00,2025-09-22 17:05:10.902000+00:00,287.0
fa649f0e435d0835cf89903f74d0fdb9,29,experiment,Selector,choice_selector,Selection,right_canvas,6108da57e362f96a3ee32a88,b,40,14,1,exclusive,y,14b,14a,14a,2025-09-22 17:12:07+00:00,2025-09-22 17:05:15.003000+00:00,4101.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,EyeTracker,tracker,calibration,74,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:19.018000+00:00,4012.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/9f995578-7c21-5dd7-34fa-9a6e5b15816a,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:34.097000+00:00,15079.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Canvas,right_canvas,Print,NA,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:32.532000+00:00,-1565.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Key,r0,PressedKey,,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:24.098000+00:00,-8434.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Key,r1,PressedKey,,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:24.345000+00:00,247.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Key,r2,PressedKey,,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:24.808000+00:00,463.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Key,r3,PressedKey,,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:25.079000+00:00,271.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Key,r4,PressedKey,,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:25.409000+00:00,330.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Key,r5,PressedKey,,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:25.675000+00:00,266.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Key,r6,PressedKey,,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:26.108000+00:00,433.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Key,r7,PressedKey,,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:26.557000+00:00,449.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Key,question,PressedKey,,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:30.525000+00:00,3968.0
fa649f0e435d0835cf89903f74d0fdb9,30,experiment,Selector,choice_selector,Selection,right_canvas,6108da57e362f96a3ee32a88,b,118,35,,attention-check,y,tigris,pelikán,pelikán,2025-09-22 17:12:07+00:00,2025-09-22 17:05:34.095000+00:00,3570.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,EyeTracker,tracker,calibration,78,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:38.120000+00:00,4021.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/9f995578-7c21-5dd7-34fa-9a6e5b15816a,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:55.274000+00:00,17154.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,Canvas,right_canvas,Print,NA,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:51.683000+00:00,-3591.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,Key,r0,PressedKey,,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:44.153000+00:00,-7530.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,Key,r1,PressedKey,,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:44.534000+00:00,381.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,Key,r2,PressedKey,,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:44.918000+00:00,384.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,Key,r3,PressedKey,,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:45.258000+00:00,340.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,Key,r4,PressedKey,,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:45.541000+00:00,283.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,Key,r5,PressedKey,,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:45.829000+00:00,288.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,Key,r7,PressedKey,,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:46.167000+00:00,338.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,Key,question,PressedKey,,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:49.670000+00:00,3503.0
fa649f0e435d0835cf89903f74d0fdb9,31,experiment,Selector,choice_selector,Selection,left_canvas,6108da57e362f96a3ee32a88,b,80,25,2,other-directed,y,tudós,ügyész,ügyész,2025-09-22 17:12:07+00:00,2025-09-22 17:05:55.273000+00:00,5603.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,EyeTracker,tracker,calibration,58,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:05:59.303000+00:00,4026.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,EyeTracker,tracker,calibration,77,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:36.860000+00:00,37557.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/9f995578-7c21-5dd7-34fa-9a6e5b15816a,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:47.419000+00:00,10559.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,Canvas,right_canvas,Print,NA,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:46.771000+00:00,-648.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,Key,r0,PressedKey,,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:41.533000+00:00,-5238.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,Key,r1,PressedKey,,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:41.785000+00:00,252.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,Key,r2,PressedKey,,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:42.182000+00:00,397.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,Key,r3,PressedKey,,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:42.632000+00:00,450.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,Key,r4,PressedKey,,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:43.081000+00:00,449.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,Key,r5,PressedKey,,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:43.385000+00:00,304.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,Key,r7,PressedKey,,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:43.748000+00:00,363.0
fa649f0e435d0835cf89903f74d0fdb9,32,experiment,Selector,choice_selector,Selection,right_canvas,6108da57e362f96a3ee32a88,b,112,33,,attention-check,y,paradicsom,burgonya,burgonya,2025-09-22 17:12:07+00:00,2025-09-22 17:06:47.418000+00:00,3670.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,EyeTracker,tracker,calibration,69,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:06:51.432000+00:00,4010.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/9f995578-7c21-5dd7-34fa-9a6e5b15816a,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:07:05.984000+00:00,14552.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,Canvas,right_canvas,Print,NA,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:07:05.414000+00:00,-570.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,Key,r0,PressedKey,,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:06:57.518000+00:00,-7896.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,Key,r1,PressedKey,,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:06:57.894000+00:00,376.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,Key,r2,PressedKey,,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:06:58.329000+00:00,435.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,Key,r3,PressedKey,,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:06:58.696000+00:00,367.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,Key,r4,PressedKey,,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:06:59.047000+00:00,351.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,Key,r5,PressedKey,,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:06:59.523000+00:00,476.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,Key,r7,PressedKey,,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:06:59.961000+00:00,438.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,Key,question,PressedKey,,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:07:03.408000+00:00,3447.0
fa649f0e435d0835cf89903f74d0fdb9,33,experiment,Selector,choice_selector,Selection,right_canvas,6108da57e362f96a3ee32a88,b,104,31,2,self-directed,y,üzletember,művész,művész,2025-09-22 17:12:07+00:00,2025-09-22 17:07:05.983000+00:00,2575.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,EyeTracker,tracker,calibration,83,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:10+00:00,4014.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/9f995578-7c21-5dd7-34fa-9a6e5b15816a,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:21.792000+00:00,11792.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,Canvas,right_canvas,Print,NA,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:21.361000+00:00,-431.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,Key,r0,PressedKey,,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:16.140000+00:00,-5221.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,Key,r1,PressedKey,,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:16.392000+00:00,252.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,Key,r2,PressedKey,,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:16.841000+00:00,449.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,Key,r3,PressedKey,,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:17.170000+00:00,329.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,Key,r4,PressedKey,,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:17.404000+00:00,234.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,Key,r5,PressedKey,,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:17.753000+00:00,349.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,Key,r6,PressedKey,,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:18.024000+00:00,271.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,Key,r7,PressedKey,,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:18.353000+00:00,329.0
fa649f0e435d0835cf89903f74d0fdb9,34,experiment,Selector,choice_selector,Selection,right_canvas,6108da57e362f96a3ee32a88,b,2,1,1,focus,y,1b,1a,,2025-09-22 17:12:07+00:00,2025-09-22 17:07:21.792000+00:00,3439.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,EyeTracker,tracker,calibration,81,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:25.808000+00:00,4014.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/9f995578-7c21-5dd7-34fa-9a6e5b15816a,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:39.414000+00:00,13606.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,Canvas,right_canvas,Print,NA,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:38.935000+00:00,-479.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,Key,r0,PressedKey,,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:31.450000+00:00,-7485.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,Key,r1,PressedKey,,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:31.806000+00:00,356.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,Key,r2,PressedKey,,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:32.182000+00:00,376.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,Key,r3,PressedKey,,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:32.527000+00:00,345.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,Key,r4,PressedKey,,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:32.831000+00:00,304.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,Key,r5,PressedKey,,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:33.165000+00:00,334.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,Key,r7,PressedKey,,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:33.464000+00:00,299.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,Key,question,PressedKey,,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:36.919000+00:00,3455.0
fa649f0e435d0835cf89903f74d0fdb9,35,experiment,Selector,choice_selector,Selection,right_canvas,6108da57e362f96a3ee32a88,b,68,22,2,other-directed,y,menedzser,vezérigazgató,vezérigazgató,2025-09-22 17:12:07+00:00,2025-09-22 17:07:39.413000+00:00,2494.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,EyeTracker,tracker,calibration,84,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:07:43.427000+00:00,4012.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/9f995578-7c21-5dd7-34fa-9a6e5b15816a,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:08:01.856000+00:00,18429.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,Canvas,right_canvas,Print,NA,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:08:01.231000+00:00,-625.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,Key,r0,PressedKey,,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:07:52.681000+00:00,-8550.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,Key,r1,PressedKey,,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:07:53.077000+00:00,396.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,Key,r2,PressedKey,,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:07:53.408000+00:00,331.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,Key,r3,PressedKey,,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:07:53.736000+00:00,328.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,Key,r4,PressedKey,,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:07:54.124000+00:00,388.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,Key,r5,PressedKey,,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:07:54.558000+00:00,434.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,Key,r7,PressedKey,,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:07:57.525000+00:00,2967.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,Key,question,PressedKey,,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:07:59.224000+00:00,1699.0
fa649f0e435d0835cf89903f74d0fdb9,36,experiment,Selector,choice_selector,Selection,right_canvas,6108da57e362f96a3ee32a88,b,83,26,2,self-directed,n,pilóta,professzor,professzor,2025-09-22 17:12:07+00:00,2025-09-22 17:08:01.855000+00:00,2631.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,EyeTracker,tracker,calibration,75,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:05.882000+00:00,4023.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/9f995578-7c21-5dd7-34fa-9a6e5b15816a,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:16.142000+00:00,10260.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,Canvas,right_canvas,Print,NA,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:15.473000+00:00,-669.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,Key,r0,PressedKey,,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:10.519000+00:00,-4954.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,Key,r1,PressedKey,,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:10.842000+00:00,323.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,Key,r2,PressedKey,,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:11.139000+00:00,297.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,Key,r3,PressedKey,,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:11.391000+00:00,252.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,Key,r4,PressedKey,,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:11.652000+00:00,261.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,Key,r5,PressedKey,,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:11.921000+00:00,269.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,Key,r6,PressedKey,,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:12.185000+00:00,264.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,Key,r7,PressedKey,,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:12.454000+00:00,269.0
fa649f0e435d0835cf89903f74d0fdb9,37,experiment,Selector,choice_selector,Selection,right_canvas,6108da57e362f96a3ee32a88,b,20,7,1,focus,y,7b,7a,,2025-09-22 17:12:07+00:00,2025-09-22 17:08:16.141000+00:00,3687.0
fa649f0e435d0835cf89903f74d0fdb9,38,experiment,EyeTracker,tracker,calibration,66,6108da57e362f96a3ee32a88,b,74,23,2,other-directed-x,y,rendőr,biztonsági őr,biztonsági őr,2025-09-22 17:12:07+00:00,2025-09-22 17:08:20.171000+00:00,4028.0
fa649f0e435d0835cf89903f74d0fdb9,38,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/9f995578-7c21-5dd7-34fa-9a6e5b15816a,6108da57e362f96a3ee32a88,b,74,23,2,other-directed-x,y,rendőr,biztonsági őr,biztonsági őr,2025-09-22 17:12:07+00:00,2025-09-22 17:08:33.068000+00:00,12897.0
fa649f0e435d0835cf89903f74d0fdb9,38,experiment,Canvas,right_canvas,Print,NA,6108da57e362f96a3ee32a88,b,74,23,2,other-directed-x,y,rendőr,biztonsági őr,biztonsági őr,2025-09-22 17:12:07+00:00,2025-09-22 17:08:32.349000+00:00,-719.0
