MD5,trial,label,PennElementType,PennElementName,Parameter,Value,participant_id,group,no,item,exp,condition,cb,left,right,target,results_time,event_time,elapsed_ms
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/e48687db-1afc-905a-9709-fabcc6e4dfe4,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:52.128000+00:00,12125.0
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,Canvas,right_canvas,Print,NA,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:51.261000+00:00,-867.0
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,Key,r0,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:45.156000+00:00,-6105.0
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,Key,r1,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:45.727000+00:00,571.0
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,Key,r2,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:46.081000+00:00,354.0
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,Key,r3,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:46.487000+00:00,406.0
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,Key,r4,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:46.919000+00:00,432.0
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,Key,r5,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:47.294000+00:00,375.0
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,Key,r6,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:47.680000+00:00,386.0
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,Key,r7,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:48.233000+00:00,553.0
5ea96059c7f8c9bb71d4ecdb67ea496e,40,experiment,Selector,choice_selector,Selection,right_canvas,60d26e7cd9f0761e4d12b9f8,a,46,16,1,exclusive,y,16b,16a,16a,2025-09-22 16:33:59+00:00,2025-09-22 16:27:52.127000+00:00,3894.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,EyeTracker,tracker,calibration,43,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:27:56.171000+00:00,4040.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,EyeTracker,tracker,calibration,80,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:41.515000+00:00,45344.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/e48687db-1afc-905a-9709-fabcc6e4dfe4,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:56.713000+00:00,15198.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Canvas,right_canvas,Print,NA,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:55.840000+00:00,-873.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Key,r0,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:46.850000+00:00,-8990.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Key,r1,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:47.902000+00:00,1052.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Key,r2,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:48.424000+00:00,522.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Key,r3,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:48.838000+00:00,414.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Key,r4,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:49.240000+00:00,402.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Key,r5,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:50.050000+00:00,810.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Key,r6,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:50.637000+00:00,587.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Key,r7,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:51.094000+00:00,457.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Key,question,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:53.805000+00:00,2711.0
5ea96059c7f8c9bb71d4ecdb67ea496e,41,experiment,Selector,choice_selector,Selection,right_canvas,60d26e7cd9f0761e4d12b9f8,a,120,36,,attention-check,y,reggeli,vacsora,vacsora,2025-09-22 16:33:59+00:00,2025-09-22 16:28:56.711000+00:00,2906.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,EyeTracker,tracker,calibration,79,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:00.759000+00:00,4043.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/e48687db-1afc-905a-9709-fabcc6e4dfe4,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:12.684000+00:00,11925.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,Canvas,right_canvas,Print,NA,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:11.811000+00:00,-873.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,Key,r0,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:05.491000+00:00,-6320.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,Key,r1,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:06.085000+00:00,594.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,Key,r2,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:06.624000+00:00,539.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,Key,r3,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:07.085000+00:00,461.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,Key,r4,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:07.493000+00:00,408.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,Key,r5,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:07.892000+00:00,399.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,Key,r6,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:08.338000+00:00,446.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,Key,r7,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:08.795000+00:00,457.0
5ea96059c7f8c9bb71d4ecdb67ea496e,42,experiment,Selector,choice_selector,Selection,right_canvas,60d26e7cd9f0761e4d12b9f8,a,33,11,1,contrastive,n,11a,11b,11b,2025-09-22 16:33:59+00:00,2025-09-22 16:29:12.682000+00:00,3887.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,EyeTracker,tracker,calibration,76,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:16.712000+00:00,4026.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/e48687db-1afc-905a-9709-fabcc6e4dfe4,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:28.813000+00:00,12101.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,Canvas,right_canvas,Print,NA,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:28.101000+00:00,-712.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,Key,r0,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:22.146000+00:00,-5955.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,Key,r1,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:22.553000+00:00,407.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,Key,r2,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:22.992000+00:00,439.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,Key,r3,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:23.391000+00:00,399.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,Key,r4,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:23.803000+00:00,412.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,Key,r5,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:24.226000+00:00,423.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,Key,r6,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:24.640000+00:00,414.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,Key,r7,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:25.065000+00:00,425.0
5ea96059c7f8c9bb71d4ecdb67ea496e,43,experiment,Selector,choice_selector,Selection,right_canvas,60d26e7cd9f0761e4d12b9f8,a,10,4,1,exclusive,y,4b,4a,4a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:28.811000+00:00,3746.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,EyeTracker,tracker,calibration,69,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:32.847000+00:00,4030.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/e48687db-1afc-905a-9709-fabcc6e4dfe4,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:43.799000+00:00,10952.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,Canvas,right_canvas,Print,NA,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:43.171000+00:00,-628.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,Key,r0,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:37.836000+00:00,-5335.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,Key,r1,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:38.271000+00:00,435.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,Key,r2,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:38.674000+00:00,403.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,Key,r3,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:39.039000+00:00,365.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,Key,r4,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:39.395000+00:00,356.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,Key,r5,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:39.745000+00:00,350.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,Key,r7,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:40.161000+00:00,416.0
5ea96059c7f8c9bb71d4ecdb67ea496e,44,experiment,Selector,choice_selector,Selection,left_canvas,60d26e7cd9f0761e4d12b9f8,a,111,33,,attention-check,n,burgonya,paradicsom,burgonya,2025-09-22 16:33:59+00:00,2025-09-22 16:29:43.798000+00:00,3637.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,EyeTracker,tracker,calibration,75,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:47.839000+00:00,4038.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/e48687db-1afc-905a-9709-fabcc6e4dfe4,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:30:00.359000+00:00,12520.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,Canvas,right_canvas,Print,NA,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:59.414000+00:00,-945.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,Key,r0,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:53.847000+00:00,-5567.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,Key,r1,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:54.263000+00:00,416.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,Key,r2,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:54.624000+00:00,361.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,Key,r3,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:54.961000+00:00,337.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,Key,r4,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:55.300000+00:00,339.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,Key,r5,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:55.680000+00:00,380.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,Key,r6,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:56.049000+00:00,369.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,Key,r7,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:29:56.400000+00:00,351.0
5ea96059c7f8c9bb71d4ecdb67ea496e,45,experiment,Selector,choice_selector,Selection,right_canvas,60d26e7cd9f0761e4d12b9f8,a,28,10,1,exclusive,y,10b,10a,10a,2025-09-22 16:33:59+00:00,2025-09-22 16:30:00.357000+00:00,3957.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,EyeTracker,tracker,calibration,35,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:30:04.377000+00:00,4016.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,EyeTracker,tracker,calibration,77,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:30:57.974000+00:00,53597.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/e48687db-1afc-905a-9709-fabcc6e4dfe4,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:12.874000+00:00,14900.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,Canvas,right_canvas,Print,NA,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:11.924000+00:00,-950.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,Key,r0,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:04.721000+00:00,-7203.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,Key,r1,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:05.121000+00:00,400.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,Key,r2,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:05.559000+00:00,438.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,Key,r3,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:06.080000+00:00,521.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,Key,r4,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:06.586000+00:00,506.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,Key,r5,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:07.003000+00:00,417.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,Key,r7,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:07.465000+00:00,462.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,Key,question,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:09.901000+00:00,2436.0
5ea96059c7f8c9bb71d4ecdb67ea496e,46,experiment,Selector,choice_selector,Selection,right_canvas,60d26e7cd9f0761e4d12b9f8,a,61,20,2,self-directed-x,n,rendező,programozó,programozó,2025-09-22 16:33:59+00:00,2025-09-22 16:31:12.872000+00:00,2971.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,EyeTracker,tracker,calibration,57,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:31:16.907000+00:00,4030.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,EyeTracker,tracker,calibration,68,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:10.204000+00:00,53297.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/e48687db-1afc-905a-9709-fabcc6e4dfe4,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:21.364000+00:00,11160.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,Canvas,right_canvas,Print,NA,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:20.714000+00:00,-650.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,Key,r0,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:14.884000+00:00,-5830.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,Key,r1,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:15.346000+00:00,462.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,Key,r2,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:15.766000+00:00,420.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,Key,r3,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:16.113000+00:00,347.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,Key,r4,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:16.587000+00:00,474.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,Key,r5,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:16.961000+00:00,374.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,Key,r6,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:17.327000+00:00,366.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,Key,r7,PressedKey,,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:17.685000+00:00,358.0
5ea96059c7f8c9bb71d4ecdb67ea496e,47,experiment,Selector,choice_selector,Selection,left_canvas,60d26e7cd9f0761e4d12b9f8,a,24,8,1,contrastive,y,8b,8a,8b,2025-09-22 16:33:59+00:00,2025-09-22 16:32:21.363000+00:00,3678.0
5ea96059c7f8c9bb71d4ecdb67ea496e,48,experiment,EyeTracker,tracker,calibration,71,60d26e7cd9f0761e4d12b9f8,a,109,32,2,self-directed-x,n,politikus,újságíró,újságíró,2025-09-22 16:33:59+00:00,2025-09-22 16:32:25.404000+00:00,4036.0
5ea96059c7f8c9bb71d4ecdb67ea496e,48,experiment,EyeTracker,tracker,Filename,httpsfarmpcibexnetpzCPVqO/e48687db-1afc-905a-9709-fabcc6e4dfe4,60d26e7cd9f0761e4d12b9f8,a,109,32,2,self-directed-x,n,politikus,újságíró,újságíró,2025-09-22 16:33:59+00:00,2025-09-22 16:32:39.788000+00:00,14384.0
