results_time,participant_id,group,trial,label,no,item,exp,condition,cb,left,right,target,r1,r2,r3,r4,r5,r6,r7,question_rt,choice_rt,choice,mismatch,chosen_type,dominant,prop_left,prop_right,total_dwell,dwell_left,dwell_right,n_fix_left,n_fix_right,transitions,tff,ffl,fixations_left,fixations_right,fixation_count_total,revisits_left,revisits_right,revisits_total
2025-09-22 18:23:58,5dade76a4860f70017f70ec5,c,40,experiment,25,9,1,exclusive,n,9a,9b,9a,276.0,267.0,208.0,225.0,219.0,422.0,266.0,,647.0,left,False,A,left,0.69,0.31,0.6,0.42,0.18,1.0,1.0,1.0,0.0,right,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-22 18:23:58,5dade76a4860f70017f70ec5,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,215.0,157.0,146.0,167.0,282.0,206.0,327.0,,617.0,right,True,A,right,0.0,1.0,0.46,0.0,0.46,0.0,2.0,0.0,0.0,right,0.0,2.0,2.0,0.0,1.0,1.0
2025-09-22 18:23:58,5dade76a4860f70017f70ec5,c,22,experiment,32,11,1,focus,y,11b,11a,,326.0,270.0,279.0,289.0,280.0,351.0,412.0,,467.0,right,False,A,right,0.0,1.0,0.41,0.0,0.41,0.0,2.0,0.0,0.0,right,0.0,2.0,2.0,0.0,1.0,1.0
2025-09-22 18:23:58,5dade76a4860f70017f70ec5,c,10,experiment,34,12,1,exclusive,y,12b,12a,12a,513.0,483.0,672.0,542.0,451.0,449.0,592.0,,1062.0,right,False,A,right,0.0,1.0,1.03,0.0,1.03,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-22 18:23:58,5dade76a4860f70017f70ec5,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,283.0,287.0,356.0,240.0,313.0,300.0,387.0,,1148.0,left,True,A,left,1.0,0.0,1.12,1.12,0.0,2.0,0.0,0.0,0.0,left,2.0,0.0,2.0,1.0,0.0,1.0
2025-09-22 18:23:58,5dade76a4860f70017f70ec5,c,29,experiment,41,14,1,focus,n,14a,14b,,260.0,241.0,381.0,405.0,329.0,305.0,338.0,,915.0,left,False,A,left,0.84,0.16,0.78,0.65,0.13,2.0,1.0,2.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-09-22 18:23:58,5dade76a4860f70017f70ec5,c,15,experiment,43,15,1,exclusive,n,15a,15b,15a,327.0,192.0,304.0,279.0,409.0,349.0,324.0,,413.0,left,False,A,left,1.0,0.0,0.4,0.4,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-22 18:23:58,5dade76a4860f70017f70ec5,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,300.0,232.0,248.0,268.0,251.0,261.0,255.0,,977.0,right,True,A,right,0.13,0.87,0.85,0.11,0.74,1.0,2.0,1.0,0.0,right,1.0,2.0,3.0,0.0,1.0,1.0
2025-09-22 18:23:58,5dade76a4860f70017f70ec5,c,24,experiment,50,17,1,focus,y,17b,17a,,316.0,238.0,242.0,214.0,207.0,214.0,336.0,,498.0,right,False,A,right,0.0,1.0,0.58,0.0,0.58,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-22 18:23:58,5dade76a4860f70017f70ec5,c,38,experiment,52,18,1,exclusive,y,18b,18a,18a,302.0,200.0,200.0,226.0,231.0,265.0,323.0,,849.0,right,False,A,right,0.0,1.0,0.82,0.0,0.82,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,36,experiment,1,1,1,exclusive,n,1a,1b,1a,488.0,238.0,289.0,445.0,236.0,208.0,480.0,,2473.0,right,True,B,left,0.5,0.5,2.48,1.24,1.24,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,305.0,182.0,201.0,215.0,200.0,232.0,440.0,,532.0,right,True,A,right,0.0,1.0,0.38,0.0,0.38,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,18,experiment,8,3,1,focus,y,3b,3a,,597.0,321.0,210.0,390.0,301.0,260.0,172.0,,920.0,left,False,B,left,0.68,0.32,0.9,0.61,0.29,1.0,1.0,1.0,0.0,right,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,43,experiment,10,4,1,exclusive,y,4b,4a,4a,535.0,244.0,2164.0,321.0,373.0,368.0,419.0,,682.0,left,True,B,left,1.0,0.0,0.65,0.65,0.0,2.0,0.0,0.0,0.0,left,2.0,0.0,2.0,1.0,0.0,1.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,1106.0,493.0,515.0,379.0,376.0,858.0,579.0,,1649.0,left,True,A,left,0.81,0.19,1.59,1.29,0.3,2.0,1.0,1.0,0.0,right,2.0,1.0,3.0,1.0,0.0,1.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,13,experiment,17,6,1,focus,n,6a,6b,,608.0,512.0,529.0,804.0,445.0,334.0,1121.0,,834.0,left,False,A,left,0.85,0.15,0.68,0.58,0.1,2.0,1.0,1.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,49,experiment,19,7,1,exclusive,n,7a,7b,7a,384.0,234.0,201.0,206.0,324.0,220.0,584.0,,2981.0,right,True,B,right,0.12,0.88,2.51,0.31,2.2,2.0,3.0,2.0,0.0,right,2.0,3.0,5.0,1.0,2.0,3.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,287.0,226.0,246.0,210.0,327.0,313.0,345.0,,1892.0,right,True,A,right,0.22,0.78,1.72,0.38,1.34,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,35,experiment,26,9,1,focus,y,9b,9a,,439.0,319.0,288.0,608.0,217.0,439.0,460.0,,464.0,left,False,B,left,1.0,0.0,0.43,0.43,0.0,2.0,0.0,0.0,0.0,left,2.0,0.0,2.0,1.0,0.0,1.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,45,experiment,28,10,1,exclusive,y,10b,10a,10a,520.0,227.0,184.0,398.0,294.0,732.0,304.0,,858.0,right,False,A,right,0.19,0.81,0.74,0.14,0.61,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,1555.0,326.0,1744.0,368.0,248.0,629.0,424.0,,1168.0,left,True,A,left,0.56,0.44,0.53,0.3,0.23,2.0,2.0,3.0,0.0,right,2.0,2.0,4.0,1.0,1.0,2.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,27,experiment,35,12,1,focus,n,12a,12b,,554.0,434.0,451.0,699.0,305.0,732.0,409.0,,982.0,left,False,A,left,0.86,0.14,1.0,0.87,0.14,2.0,1.0,2.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,38,experiment,37,13,1,exclusive,n,13a,13b,13a,600.0,290.0,209.0,234.0,900.0,471.0,353.0,,770.0,right,True,B,right,0.0,1.0,0.76,0.0,0.76,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,493.0,324.0,218.0,790.0,372.0,370.0,620.0,,3077.0,left,False,B,left,0.58,0.42,3.07,1.77,1.3,2.0,2.0,3.0,0.0,right,2.0,2.0,4.0,1.0,1.0,2.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,29,experiment,44,15,1,focus,y,15b,15a,,510.0,266.0,288.0,312.0,345.0,335.0,554.0,,847.0,left,False,B,left,1.0,0.0,0.84,0.84,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,40,experiment,46,16,1,exclusive,y,16b,16a,16a,464.0,182.0,386.0,296.0,230.0,418.0,298.0,,940.0,right,False,A,right,0.0,1.0,0.78,0.0,0.78,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,671.0,428.0,393.0,354.0,309.0,560.0,443.0,,742.0,left,True,A,left,0.8,0.2,0.51,0.41,0.1,1.0,1.0,1.0,0.0,right,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 08:49:56,5e3b29dc87243b34bde5abfa,a,21,experiment,53,18,1,focus,n,18a,18b,,509.0,291.0,341.0,360.0,327.0,369.0,464.0,,905.0,right,False,B,right,0.0,1.0,0.89,0.0,0.89,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,34,experiment,2,1,1,focus,y,1b,1a,,331.0,370.0,230.0,166.0,402.0,345.0,335.0,,644.0,right,False,A,right,0.0,1.0,0.46,0.0,0.46,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,26,experiment,4,2,1,exclusive,y,2b,2a,2a,376.0,273.0,261.0,306.0,425.0,331.0,407.0,,557.0,right,False,A,right,0.0,1.0,0.48,0.0,0.48,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,49,experiment,9,3,1,contrastive,n,3a,3b,3b,316.0,200.0,160.0,110.0,339.0,517.0,382.0,,519.0,left,True,A,left,1.0,0.0,0.53,0.53,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,25,experiment,11,4,1,focus,n,4a,4b,,380.0,254.0,240.0,656.0,447.0,480.0,575.0,,591.0,left,False,A,left,1.0,0.0,0.52,0.52,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,13,experiment,13,5,1,exclusive,n,5a,5b,5a,248.0,183.0,165.0,125.0,428.0,376.0,445.0,,2534.0,left,False,A,left,1.0,0.0,2.45,2.45,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,15,experiment,18,6,1,contrastive,y,6b,6a,6b,255.0,184.0,168.0,154.0,158.0,325.0,317.0,,687.0,right,True,A,left,0.61,0.39,0.54,0.33,0.21,1.0,2.0,1.0,0.0,left,1.0,2.0,3.0,0.0,1.0,1.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,37,experiment,20,7,1,focus,y,7b,7a,,379.0,276.0,384.0,359.0,372.0,591.0,361.0,,500.0,right,False,A,right,0.0,1.0,0.46,0.0,0.46,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,17,experiment,22,8,1,exclusive,y,8b,8a,8a,415.0,264.0,211.0,278.0,379.0,358.0,384.0,,616.0,right,False,A,right,0.0,1.0,0.44,0.0,0.44,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,12,experiment,27,9,1,contrastive,n,9a,9b,9b,354.0,238.0,183.0,356.0,312.0,285.0,426.0,,606.0,left,True,A,left,0.72,0.28,0.52,0.37,0.15,1.0,1.0,1.0,0.0,right,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,21,experiment,29,10,1,focus,n,10a,10b,,346.0,227.0,188.0,389.0,380.0,418.0,394.0,,565.0,left,False,A,left,1.0,0.0,0.48,0.48,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,39,experiment,31,11,1,exclusive,n,11a,11b,11a,426.0,272.0,287.0,373.0,383.0,351.0,422.0,,1024.0,left,False,A,left,1.0,0.0,0.85,0.85,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,41,experiment,36,12,1,contrastive,y,12b,12a,12b,236.0,170.0,141.0,132.0,449.0,640.0,521.0,,550.0,right,True,A,right,0.0,1.0,0.52,0.0,0.52,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,14,experiment,38,13,1,focus,y,13b,13a,,285.0,191.0,172.0,175.0,383.0,352.0,407.0,,831.0,right,False,A,right,0.22,0.78,0.8,0.18,0.62,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,29,experiment,40,14,1,exclusive,y,14b,14a,14a,310.0,239.0,204.0,141.0,352.0,374.0,397.0,,501.0,right,False,A,right,0.0,1.0,0.45,0.0,0.45,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,46,experiment,45,15,1,contrastive,n,15a,15b,15b,328.0,245.0,182.0,358.0,322.0,356.0,425.0,,649.0,left,True,A,left,1.0,0.0,0.39,0.39,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,18,experiment,47,16,1,focus,n,16a,16b,,315.0,203.0,158.0,147.0,131.0,345.0,836.0,,811.0,left,False,A,left,1.0,0.0,0.7,0.7,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,23,experiment,49,17,1,exclusive,n,17a,17b,17a,267.0,216.0,154.0,177.0,304.0,350.0,316.0,,504.0,left,False,A,left,1.0,0.0,0.46,0.46,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-29 12:25:35,5ee75f3d1a88450293a38aeb,b,43,experiment,54,18,1,contrastive,y,18b,18a,18b,303.0,213.0,147.0,149.0,375.0,315.0,368.0,,476.0,right,True,A,right,0.0,1.0,0.43,0.0,0.43,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,36,experiment,1,1,1,exclusive,n,1a,1b,1a,249.0,417.0,419.0,727.0,468.0,681.0,684.0,,2007.0,left,False,A,left,0.89,0.11,1.89,1.69,0.2,5.0,1.0,2.0,0.0,left,5.0,1.0,6.0,4.0,0.0,4.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,295.0,318.0,331.0,296.0,306.0,255.0,351.0,,1900.0,left,False,B,left,0.88,0.12,1.83,1.61,0.23,1.0,1.0,1.0,0.0,right,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,18,experiment,8,3,1,focus,y,3b,3a,,568.0,654.0,575.0,721.0,683.0,832.0,648.0,,2168.0,right,False,A,right,0.0,1.0,2.12,0.0,2.12,0.0,2.0,0.0,0.0,right,0.0,2.0,2.0,0.0,1.0,1.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,43,experiment,10,4,1,exclusive,y,4b,4a,4a,495.0,361.0,518.0,411.0,418.0,389.0,513.0,,1448.0,right,False,A,right,0.0,1.0,1.3,0.0,1.3,0.0,2.0,0.0,0.0,right,0.0,2.0,2.0,0.0,1.0,1.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,701.0,505.0,714.0,684.0,484.0,487.0,569.0,,2291.0,right,False,B,right,0.23,0.77,2.19,0.5,1.69,2.0,3.0,3.0,0.0,left,2.0,3.0,5.0,1.0,2.0,3.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,13,experiment,17,6,1,focus,n,6a,6b,,757.0,785.0,623.0,587.0,625.0,678.0,616.0,,2020.0,left,False,A,left,0.61,0.39,1.65,1.0,0.65,1.0,2.0,2.0,0.0,right,1.0,2.0,3.0,0.0,1.0,1.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,49,experiment,19,7,1,exclusive,n,7a,7b,7a,467.0,401.0,503.0,399.0,389.0,593.0,784.0,,1583.0,left,False,A,left,0.85,0.15,1.48,1.26,0.23,3.0,1.0,1.0,0.0,right,3.0,1.0,4.0,2.0,0.0,2.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,631.0,475.0,808.0,336.0,354.0,380.0,689.0,,1994.0,left,False,B,left,0.88,0.12,1.82,1.6,0.23,2.0,1.0,1.0,0.0,right,2.0,1.0,3.0,1.0,0.0,1.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,35,experiment,26,9,1,focus,y,9b,9a,,450.0,300.0,471.0,576.0,393.0,480.0,1596.0,,1807.0,right,False,A,right,0.12,0.88,1.77,0.21,1.56,1.0,2.0,1.0,0.0,left,1.0,2.0,3.0,0.0,1.0,1.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,45,experiment,28,10,1,exclusive,y,10b,10a,10a,217.0,382.0,389.0,378.0,418.0,324.0,410.0,,1336.0,right,False,A,right,0.2,0.8,1.32,0.26,1.06,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,371.0,306.0,505.0,325.0,462.0,363.0,440.0,,2003.0,right,False,B,right,0.0,1.0,1.75,0.0,1.75,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,27,experiment,35,12,1,focus,n,12a,12b,,308.0,506.0,424.0,597.0,549.0,748.0,726.0,,2159.0,left,False,A,left,0.92,0.08,2.19,2.0,0.18,1.0,1.0,1.0,0.0,right,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,38,experiment,37,13,1,exclusive,n,13a,13b,13a,483.0,364.0,388.0,500.0,446.0,441.0,1578.0,,10095.0,right,True,B,right,0.38,0.62,9.36,3.58,5.77,10.0,6.0,7.0,0.0,left,10.0,6.0,16.0,9.0,5.0,14.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,515.0,661.0,1476.0,843.0,475.0,818.0,1729.0,,2531.0,left,False,B,left,0.55,0.45,2.45,1.35,1.1,2.0,2.0,3.0,0.0,left,2.0,2.0,4.0,1.0,1.0,2.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,29,experiment,44,15,1,focus,y,15b,15a,,553.0,645.0,944.0,662.0,598.0,735.0,934.0,,1785.0,right,False,A,right,0.06,0.94,1.8,0.1,1.7,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,40,experiment,46,16,1,exclusive,y,16b,16a,16a,260.0,521.0,517.0,384.0,379.0,360.0,974.0,,2117.0,right,False,A,right,0.46,0.54,2.18,1.0,1.18,2.0,2.0,3.0,0.0,left,2.0,2.0,4.0,1.0,1.0,2.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,482.0,473.0,766.0,795.0,565.0,533.0,5823.0,,2660.0,left,True,A,left,0.94,0.06,2.71,2.55,0.17,3.0,1.0,2.0,0.0,left,3.0,1.0,4.0,2.0,0.0,2.0
2025-09-29 11:58:01,5f3013e31c8a690aacb02c31,a,21,experiment,53,18,1,focus,n,18a,18b,,575.0,526.0,446.0,503.0,431.0,494.0,460.0,,2995.0,right,False,B,right,0.29,0.71,2.9,0.83,2.07,2.0,2.0,1.0,0.0,left,2.0,2.0,4.0,1.0,1.0,2.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,321.0,272.0,255.0,297.0,264.0,321.0,364.0,,724.0,right,False,B,right,0.0,1.0,0.67,0.0,0.67,0.0,2.0,0.0,0.0,right,0.0,2.0,2.0,0.0,1.0,1.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,36,experiment,5,2,1,focus,n,2a,2b,,339.0,270.0,326.0,315.0,359.0,848.0,434.0,,744.0,left,False,A,left,1.0,0.0,0.71,0.71,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,34,experiment,7,3,1,exclusive,n,3a,3b,3a,646.0,608.0,676.0,730.0,458.0,702.0,619.0,,1246.0,left,False,A,left,0.68,0.32,1.24,0.84,0.4,2.0,1.0,2.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,290.0,278.0,295.0,267.0,254.0,242.0,272.0,,937.0,left,False,B,left,1.0,0.0,0.39,0.39,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,27,experiment,14,5,1,focus,y,5b,5a,,445.0,343.0,333.0,359.0,331.0,348.0,490.0,,1206.0,right,False,A,right,0.0,1.0,1.13,0.0,1.13,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,17,experiment,16,6,1,exclusive,y,6b,6a,6a,407.0,338.0,315.0,316.0,322.0,298.0,336.0,,646.0,right,False,A,right,0.3,0.7,0.41,0.12,0.28,1.0,2.0,1.0,0.0,right,1.0,2.0,3.0,0.0,1.0,1.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,290.0,214.0,248.0,270.0,266.0,250.0,347.0,,927.0,right,False,B,right,0.35,0.65,0.89,0.31,0.58,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,12,experiment,23,8,1,focus,n,8a,8b,,525.0,578.0,457.0,585.0,417.0,431.0,577.0,,916.0,left,False,A,left,0.88,0.12,0.85,0.74,0.1,2.0,1.0,2.0,0.0,left,2.0,1.0,3.0,1.0,0.0,1.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,40,experiment,25,9,1,exclusive,n,9a,9b,9a,331.0,353.0,386.0,377.0,455.0,882.0,348.0,,671.0,left,False,A,left,0.57,0.43,0.54,0.31,0.23,1.0,1.0,1.0,0.0,right,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,279.0,380.0,556.0,420.0,311.0,326.0,416.0,,870.0,left,False,B,left,1.0,0.0,0.79,0.79,0.0,1.0,0.0,0.0,0.0,left,1.0,0.0,1.0,0.0,0.0,0.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,22,experiment,32,11,1,focus,y,11b,11a,,323.0,237.0,245.0,231.0,248.0,237.0,355.0,,534.0,right,False,A,right,0.0,1.0,0.49,0.0,0.49,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,10,experiment,34,12,1,exclusive,y,12b,12a,12a,569.0,465.0,897.0,472.0,445.0,711.0,551.0,,711.0,right,False,A,left,1.0,0.0,0.64,0.64,0.0,2.0,0.0,0.0,0.0,left,2.0,0.0,2.0,1.0,0.0,1.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,653.0,409.0,329.0,309.0,345.0,340.0,619.0,,690.0,right,False,B,right,0.0,1.0,0.3,0.0,0.3,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,29,experiment,41,14,1,focus,n,14a,14b,,349.0,281.0,292.0,324.0,332.0,342.0,350.0,,5364.0,left,False,A,right,0.45,0.55,5.21,2.32,2.89,4.0,4.0,6.0,0.0,left,4.0,4.0,8.0,3.0,3.0,6.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,15,experiment,43,15,1,exclusive,n,15a,15b,15a,470.0,413.0,398.0,416.0,363.0,418.0,395.0,,1145.0,left,False,A,left,0.5,0.5,1.19,0.6,0.59,2.0,2.0,3.0,0.0,left,2.0,2.0,4.0,1.0,1.0,2.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,340.0,284.0,301.0,345.0,301.0,313.0,339.0,,1388.0,left,False,B,left,0.92,0.08,1.32,1.22,0.1,1.0,1.0,1.0,0.0,right,1.0,1.0,2.0,0.0,0.0,0.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,24,experiment,50,17,1,focus,y,17b,17a,,318.0,279.0,280.0,265.0,499.0,357.0,373.0,,1228.0,right,False,A,right,0.0,1.0,1.22,0.0,1.22,0.0,1.0,0.0,0.0,right,0.0,1.0,1.0,0.0,0.0,0.0
2025-09-25 06:25:58,5f338ba6ea047119dbd6e49e,c,38,experiment,52,18,1,exclusive,y,18b,18a,18a,277.0,1412.0,2044.0,596.0,688.0,385.0,410.0,,910.0,right,False,A,left,0.81,0.19,0.87,0.71,0.17,1.0,1.0,1.0,0.0,left,1.0,1.0,2.0,0.0,0.0,0.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,853.0,851.0,3717.0,5565.0,961.0,973.0,1211.0,,1811.0,left,True,A,left,0.54,0.46,1.78,0.96,0.82,1.0,2.0,2.0,0.0,right,1.0,2.0,3.0,0.0,1.0,1.0
2025-10-10 10:19:08,5f3ce934a12769b771503625,c,36,experiment,5,2,1,focus,n,2a,2b,,974.0,1560.0,834.0,828.0,716.0,870.0,1570.0,,2085.0,left,False,A,right,0.09,0.91,2.09,0.18,1.91,1.0,2.0,2.0,0.0,right,1.0,2.0,3.0,0.0,1.0,1.0
