trial,_right_canvas_practice,times,_left_canvas_practice,_left_canvas,_right_canvas,
45,,273,,1,0,
45,,319,,0,1,
45,,358,,1,0,
45,,396,,0,0,
45,,438,,1,0,
45,,473,,0,1,
45,,512,,0,0,
45,,556,,0,1,
45,,593,,0,1,
45,,633,,1,0,
45,,668,,1,0,
45,,708,,1,0,
45,,741,,1,0,
45,,791,,1,0,
45,,831,,1,0,
45,,868,,1,0,
45,,907,,1,0,
45,,944,,1,0,
45,,976,,1,0,
45,,1010,,1,0,
45,,1051,,1,0,
45,,1096,,1,0,
45,,1143,,1,0,
45,,1186,,1,0,
45,,1221,,1,0,
45,,1260,,1,0,
45,,1294,,1,0,
45,,1345,,1,0,
45,,1384,,1,0,
45,,1425,,1,0,
45,,1461,,1,0,
45,,1493,,1,0,
45,,1526,,1,0,
45,,1564,,1,0,
45,,1601,,1,0,
45,,1640,,1,0,
45,,1684,,1,0,
45,,1739,,1,0,
45,,1777,,1,0,
45,,1812,,1,0,
45,,1854,,1,0,
45,,1892,,1,0,
45,,1927,,1,0,
45,,1963,,1,0,
45,,2003,,1,0,
45,,2039,,1,0,
45,,2073,,1,0,
45,,2105,,1,0,
45,,2150,,1,0,
45,,2199,,1,0,
45,,2243,,1,0,
45,,2289,,1,0,
45,,2332,,1,0,
45,,2379,,1,0,
45,,2419,,1,0,
26,,0,,0,1,
26,,44,,0,1,
26,,83,,0,1,
26,,125,,0,1,
26,,165,,0,1,
26,,208,,1,0,
26,,242,,0,1,
26,,284,,0,1,
26,,329,,0,1,
26,,374,,0,1,
26,,411,,1,0,
26,,454,,1,0,
26,,492,,1,0,
26,,526,,0,0,
26,,573,,1,0,
26,,617,,0,0,
26,,654,,1,0,
26,,698,,1,0,
26,,740,,1,0,
26,,784,,1,0,
26,,828,,1,0,
26,,870,,0,1,
26,,912,,1,0,
26,,953,,1,0,
26,,989,,1,0,
26,,1034,,1,0,
26,,1074,,1,0,
26,,1117,,1,0,
26,,1158,,1,0,
26,,1188,,1,0,
26,,1219,,1,0,
26,,1252,,1,0,
26,,1288,,1,0,
26,,1326,,1,0,
26,,1361,,1,0,
26,,1401,,1,0,
26,,1441,,1,0,
26,,1484,,1,0,
26,,1528,,1,0,
26,,1570,,1,0,
26,,1613,,0,1,
26,,1657,,0,1,
26,,1694,,0,1,
26,,1737,,0,0,
26,,1776,,0,0,
26,,1821,,0,1,
26,,1867,,1,0,
26,,1910,,0,1,
26,,1946,,1,0,
26,,1991,,0,0,
26,,2035,,1,0,
26,,2077,,1,0,
26,,2124,,1,0,
26,,2165,,1,0,
26,,2203,,1,0,
26,,2246,,1,0,
26,,2292,,1,0,
26,,2335,,1,0,
26,,2386,,0,0,
26,,2429,,1,0,
26,,2474,,1,0,
26,,2510,,1,0,
26,,2542,,1,0,
26,,2583,,0,1,
26,,2625,,1,0,
26,,2669,,1,0,
26,,2713,,1,0,
26,,2755,,0,1,
26,,2799,,0,1,
26,,2846,,0,1,
26,,2885,,0,1,
26,,2943,,0,0,
26,,2989,,0,0,
26,,3037,,0,1,
26,,3080,,0,1,
26,,3120,,1,0,
26,,3157,,1,0,
26,,3199,,0,1,
26,,3238,,1,0,
26,,3277,,1,0,
26,,3314,,1,0,
26,,3357,,1,0,
26,,3395,,1,0,
26,,3427,,1,0,
26,,3459,,1,0,
26,,3493,,1,0,
26,,3534,,1,0,
26,,3569,,1,0,
26,,3607,,1,0,
26,,3647,,1,0,
26,,3685,,1,0,
26,,3731,,1,0,
26,,3772,,1,0,
26,,3817,,1,0,
26,,3858,,1,0,
26,,3891,,1,0,
26,,3932,,1,0,
26,,3977,,1,0,
34,,0,,0,1,
34,,36,,0,1,
34,,69,,0,0,
34,,111,,0,0,
34,,151,,1,0,
34,,184,,1,0,
34,,216,,1,0,
34,,248,,0,0,
34,,281,,0,1,
34,,318,,0,1,
34,,352,,0,1,
34,,383,,0,0,
34,,415,,0,1,
34,,446,,0,1,
34,,473,,0,1,
34,,503,,0,1,
34,,540,,1,0,
34,,578,,1,0,
34,,621,,1,0,
34,,656,,0,0,
34,,695,,1,0,
34,,730,,1,0,
34,,765,,1,0,
34,,797,,1,0,
34,,830,,1,0,
34,,864,,1,0,
34,,911,,1,0,
34,,950,,1,0,
34,,992,,1,0,
34,,1038,,1,0,
34,,1084,,1,0,
34,,1132,,1,0,
34,,1174,,1,0,
34,,1212,,1,0,
34,,1248,,0,0,
34,,1296,,1,0,
34,,1342,,1,0,
34,,1380,,1,0,
34,,1416,,1,0,
34,,1449,,1,0,
34,,1483,,0,0,
34,,1528,,1,0,
34,,1571,,1,0,
34,,1619,,1,0,
34,,1659,,1,0,
34,,1691,,1,0,
34,,1731,,0,0,
34,,1775,,0,1,
34,,1808,,0,1,
34,,1847,,0,1,
34,,1888,,0,1,
34,,1928,,0,1,
34,,1969,,0,1,
34,,2008,,0,0,
34,,2049,,0,1,
34,,2091,,1,0,
34,,2129,,0,1,
34,,2166,,0,0,
34,,2201,,0,1,
34,,2236,,0,1,
34,,2275,,0,1,
34,,2317,,0,0,
34,,2355,,0,0,
34,,2391,,0,0,
34,,2434,,1,0,
34,,2476,,1,0,
34,,2513,,1,0,
34,,2552,,1,0,
34,,2584,,1,0,
34,,2626,,1,0,
34,,2671,,0,0,
34,,2718,,0,0,
34,,2751,,0,1,
41,,0,,1,0,
41,,36,,1,0,
41,,83,,1,0,
41,,124,,1,0,
41,,159,,1,0,
41,,197,,1,0,
41,,239,,1,0,
41,,280,,0,1,
41,,315,,1,0,
41,,356,,1,0,
41,,393,,1,0,
41,,425,,1,0,
41,,460,,1,0,
41,,500,,1,0,
41,,528,,1,0,
41,,557,,1,0,
41,,586,,1,0,
41,,618,,1,0,
41,,658,,0,0,
41,,695,,1,0,
41,,739,,1,0,
41,,776,,1,0,
41,,816,,1,0,
41,,857,,1,0,
41,,900,,1,0,
41,,944,,1,0,
41,,981,,1,0,
41,,1021,,0,1,
41,,1060,,0,1,
41,,1103,,0,0,
41,,1150,,1,0,
41,,1188,,1,0,
41,,1226,,1,0,
41,,1261,,1,0,
41,,1304,,1,0,
41,,1347,,1,0,
41,,1394,,1,0,
41,,1435,,1,0,
41,,1480,,1,0,
41,,1522,,1,0,
41,,1553,,1,0,
41,,1588,,1,0,
41,,1628,,1,0,
41,,1674,,1,0,
41,,1711,,1,0,
41,,1744,,1,0,
41,,1785,,1,0,
41,,1828,,1,0,
41,,1875,,1,0,
41,,1915,,1,0,
41,,1957,,1,0,
41,,2004,,1,0,
41,,2047,,1,0,
41,,2084,,1,0,
41,,2121,,1,0,
41,,2163,,1,0,
41,,2207,,1,0,
41,,2255,,1,0,
41,,2291,,1,0,
41,,2330,,1,0,
41,,2373,,0,0,
41,,2417,,0,0,
41,,2460,,0,0,
41,,2503,,0,0,
41,,2552,,1,0,
41,,2593,,0,0,
41,,2636,,0,0,
41,,2680,,0,0,
41,,2723,,1,0,
41,,2759,,0,1,
41,,2791,,1,0,
41,,2831,,1,0,
41,,2874,,0,1,
41,,2916,,1,0,
41,,2966,,0,1,
41,,3013,,1,0,
41,,3057,,0,1,
41,,3106,,1,0,
41,,3147,,0,0,
41,,3198,,1,0,
41,,3236,,1,0,
44,,0,,1,0,
44,,41,,1,0,
44,,87,,1,0,
44,,127,,0,0,
44,,166,,1,0,
44,,211,,1,0,
44,,249,,1,0,
44,,322,,0,0,
44,,358,,1,0,
44,,400,,1,0,
44,,444,,1,0,
44,,488,,1,0,
44,,538,,1,0,
44,,582,,0,0,
44,,628,,1,0,
44,,672,,1,0,
44,,712,,1,0,
44,,758,,1,0,
44,,798,,1,0,
44,,837,,1,0,
44,,881,,1,0,
44,,926,,0,0,
44,,972,,0,0,
44,,1016,,0,1,
44,,1056,,0,0,
44,,1101,,0,1,
44,,1141,,0,1,
44,,1188,,0,1,
44,,1221,,0,1,
44,,1258,,0,0,
44,,1295,,0,1,
44,,1339,,0,0,
44,,1372,,1,0,
44,,1406,,0,1,
44,,1436,,0,1,
44,,1473,,0,0,
44,,1513,,0,1,
44,,1554,,0,1,
44,,1600,,1,0,
44,,1643,,0,0,
44,,1685,,0,1,
44,,1730,,0,0,
44,,1769,,0,1,
44,,1807,,0,1,
44,,1848,,0,1,
44,,1887,,0,1,
44,,1925,,0,1,
44,,1971,,0,1,
44,,2014,,0,1,
44,,2053,,0,1,
44,,2099,,0,1,
44,,2137,,0,1,
44,,2183,,0,1,
44,,2226,,0,1,
44,,2274,,0,1,
44,,2309,,0,1,
44,,2352,,0,1,
44,,2397,,0,0,
44,,2433,,0,1,
44,,2478,,0,1,
44,,2520,,0,1,
44,,2560,,0,1,
44,,2603,,0,1,
44,,2646,,0,1,
44,,2690,,1,0,
44,,2729,,1,0,
44,,2772,,1,0,
44,,2814,,1,0,
44,,2860,,1,0,
44,,2897,,1,0,
44,,2933,,1,0,
44,,2976,,1,0,
44,,3015,,1,0,
33,,0,,0,1,
33,,44,,0,0,
33,,87,,0,1,
33,,135,,0,0,
33,,177,,0,1,
33,,219,,0,0,
33,,262,,0,0,
33,,300,,1,0,
33,,343,,0,0,
33,,384,,1,0,
33,,423,,1,0,
33,,468,,0,0,
33,,514,,0,0,
33,,555,,1,0,
33,,593,,0,1,
33,,638,,1,0,
33,,683,,1,0,
33,,722,,0,0,
33,,770,,0,1,
33,,810,,0,1,
33,,848,,0,1,
33,,891,,0,1,
33,,938,,1,0,
33,,977,,1,0,
33,,1019,,1,0,
33,,1060,,1,0,
33,,1099,,0,1,
33,,1130,,1,0,
33,,1174,,0,1,
33,,1216,,0,0,
33,,1259,,0,1,
33,,1308,,0,1,
33,,1351,,0,1,
33,,1395,,0,1,
33,,1441,,0,1,
33,,1475,,0,1,
33,,1517,,0,1,
33,,1560,,0,0,
33,,1605,,0,1,
33,,1654,,0,1,
33,,1699,,0,1,
33,,1744,,0,1,
33,,1789,,0,0,
33,,1830,,0,1,
33,,1874,,0,1,
33,,1908,,0,1,
33,,1942,,0,1,
33,,1984,,0,1,
33,,2027,,0,1,
33,,2069,,0,1,
33,,2118,,0,1,
33,,2160,,0,1,
33,,2203,,0,1,
33,,2245,,0,1,
33,,2289,,0,1,
33,,2327,,0,1,
33,,2368,,1,0,
33,,2407,,1,0,
33,,2453,,1,0,
33,,2496,,0,0,
33,,2535,,1,0,
33,,2580,,1,0,
33,,2611,,1,0,
33,,2648,,1,0,
33,,2691,,1,0,
33,,2736,,1,0,
33,,2781,,1,0,
33,,2826,,0,0,
51,,0,,0,1,
51,,44,,1,0,
51,,88,,0,0,
51,,133,,0,0,
51,,177,,1,0,
51,,217,,1,0,
51,,256,,1,0,
51,,299,,1,0,
51,,342,,1,0,
51,,385,,1,0,
51,,424,,1,0,
51,,462,,1,0,
51,,498,,1,0,
51,,544,,1,0,
51,,574,,1,0,
51,,621,,1,0,
51,,665,,1,0,
51,,699,,1,0,
51,,746,,1,0,
51,,783,,1,0,
51,,826,,1,0,
51,,874,,1,0,
51,,922,,1,0,
51,,966,,1,0,
51,,1012,,1,0,
51,,1052,,1,0,
51,,1091,,1,0,
51,,1131,,1,0,
51,,1165,,1,0,
51,,1197,,1,0,
51,,1232,,1,0,
51,,1273,,1,0,
51,,1313,,1,0,
51,,1355,,1,0,
51,,1412,,1,0,
51,,1455,,1,0,
51,,1484,,1,0,
51,,1523,,1,0,
51,,1562,,1,0,
51,,1600,,1,0,
51,,1652,,1,0,
51,,1694,,1,0,
51,,1731,,1,0,
51,,1767,,1,0,
51,,1807,,1,0,
51,,1853,,1,0,
51,,1904,,1,0,
51,,1945,,1,0,
51,,1979,,1,0,
51,,2019,,1,0,
51,,2061,,1,0,
51,,2099,,1,0,
51,,2132,,1,0,
51,,2172,,1,0,
51,,2217,,1,0,
51,,2262,,1,0,
51,,2304,,1,0,
51,,2340,,1,0,
51,,2382,,1,0,
51,,2425,,1,0,
51,,2468,,1,0,
51,,2510,,1,0,
51,,2548,,1,0,
51,,2594,,1,0,
51,,2637,,1,0,
51,,2681,,1,0,
51,,2721,,0,0,
51,,2769,,1,0,
51,,2814,,1,0,
12,,0,,0,1,
12,,46,,1,0,
12,,82,,1,0,
12,,129,,0,1,
12,,169,,0,1,
12,,213,,0,1,
12,,252,,0,1,
12,,297,,0,1,
12,,341,,0,0,
12,,387,,0,0,
12,,432,,0,1,
12,,465,,0,0,
12,,499,,0,0,
12,,541,,0,1,
12,,585,,0,1,
12,,630,,0,1,
12,,673,,0,1,
12,,715,,0,1,
12,,765,,0,1,
12,,811,,0,0,
12,,856,,0,1,
12,,901,,0,0,
12,,945,,0,0,
12,,994,,1,0,
12,,1036,,1,0,
12,,1080,,1,0,
12,,1125,,1,0,
12,,1168,,1,0,
12,,1215,,1,0,
12,,1246,,1,0,
12,,1281,,1,0,
12,,1322,,1,0,
12,,1363,,1,0,
12,,1407,,1,0,
12,,1448,,1,0,
12,,1483,,1,0,
12,,1523,,1,0,
12,,1569,,0,0,
12,,1604,,1,0,
12,,1634,,1,0,
12,,1676,,1,0,
12,,1720,,1,0,
12,,1760,,1,0,
12,,1800,,1,0,
12,,1844,,1,0,
12,,1890,,1,0,
12,,1931,,1,0,
12,,1969,,1,0,
12,,2015,,1,0,
12,,2058,,1,0,
12,,2098,,1,0,
12,,2138,,1,0,
12,,2178,,1,0,
12,,2211,,1,0,
12,,2249,,1,0,
12,,2289,,1,0,
12,,2325,,1,0,
12,,2369,,1,0,
12,,2398,,1,0,
12,,2425,,1,0,
12,,2462,,1,0,
12,,2492,,1,0,
12,,2529,,0,0,
31,,0,,1,0,
31,,35,,1,0,
31,,70,,1,0,
31,,111,,0,1,
31,,156,,0,1,
31,,197,,1,0,
31,,241,,1,0,
31,,284,,1,0,
31,,333,,1,0,
31,,376,,1,0,
31,,413,,1,0,
31,,451,,1,0,
31,,495,,1,0,
31,,544,,1,0,
31,,585,,1,0,
31,,628,,1,0,
31,,670,,1,0,
31,,710,,1,0,
31,,752,,1,0,
31,,798,,1,0,
31,,835,,1,0,
31,,877,,1,0,
31,,921,,1,0,
31,,954,,1,0,
31,,1000,,0,1,
31,,1043,,0,1,
31,,1090,,0,1,
31,,1133,,0,1,
31,,1168,,0,1,
31,,1204,,0,1,
31,,1252,,0,1,
31,,1293,,0,1,
31,,1340,,0,1,
31,,1384,,0,1,
31,,1427,,0,1,
31,,1468,,0,1,
31,,1512,,0,1,
31,,1548,,0,1,
31,,1590,,0,1,
31,,1630,,0,1,
31,,1678,,0,1,
31,,1723,,0,1,
31,,1767,,0,0,
31,,1811,,0,1,
31,,1857,,0,1,
31,,1898,,0,1,
31,,1938,,0,1,
31,,1970,,0,1,
31,,2013,,0,1,
31,,2054,,0,0,
31,,2101,,0,1,
31,,2140,,0,1,
31,,2182,,0,1,
31,,2224,,0,1,
31,,2281,,0,1,
36,,0,,0,1,
36,,37,,1,0,
36,,75,,0,0,
36,,119,,1,0,
36,,163,,1,0,
36,,204,,1,0,
36,,249,,0,0,
36,,292,,0,1,
36,,331,,0,1,
36,,374,,0,1,
36,,415,,0,1,
36,,457,,1,0,
36,,500,,1,0,
36,,542,,1,0,
36,,588,,1,0,
36,,638,,1,0,
36,,680,,1,0,
36,,719,,1,0,
36,,759,,1,0,
36,,801,,1,0,
36,,837,,1,0,
36,,877,,1,0,
36,,920,,1,0,
36,,962,,1,0,
36,,1020,,1,0,
36,,1059,,1,0,
36,,1094,,1,0,
36,,1132,,1,0,
36,,1162,,1,0,
36,,1198,,1,0,
36,,1244,,1,0,
36,,1280,,1,0,
36,,1324,,1,0,
36,,1369,,1,0,
36,,1412,,1,0,
36,,1455,,1,0,
36,,1497,,1,0,
36,,1539,,1,0,
36,,1581,,0,0,
36,,1619,,1,0,
36,,1666,,1,0,
36,,1706,,1,0,
36,,1742,,1,0,
36,,1788,,1,0,
36,,1832,,1,0,
36,,1876,,1,0,
36,,1915,,1,0,
36,,1947,,1,0,
36,,1986,,1,0,
36,,2029,,1,0,
36,,2073,,1,0,
21,,0,,0,0,
21,,48,,1,0,
21,,86,,0,1,
21,,127,,0,0,
21,,166,,1,0,
21,,207,,0,1,
21,,252,,0,0,
21,,297,,0,1,
21,,340,,1,0,
21,,380,,0,0,
21,,416,,0,1,
21,,467,,0,1,
21,,504,,0,1,
21,,546,,1,0,
21,,582,,0,1,
21,,622,,0,1,
21,,662,,0,1,
21,,707,,0,1,
21,,746,,0,1,
21,,787,,0,1,
21,,828,,0,1,
21,,866,,0,1,
21,,912,,0,1,
21,,952,,0,1,
21,,992,,0,1,
21,,1033,,0,1,
21,,1075,,0,1,
21,,1116,,0,1,
21,,1154,,0,1,
21,,1190,,0,0,
21,,1223,,0,0,
21,,1263,,1,0,
21,,1310,,0,1,
21,,1356,,0,0,
21,,1400,,1,0,
21,,1443,,1,0,
21,,1484,,1,0,
21,,1525,,1,0,
21,,1566,,1,0,
21,,1609,,1,0,
21,,1653,,1,0,
21,,1698,,1,0,
21,,1742,,1,0,
21,,1788,,0,1,
21,,1824,,1,0,
21,,1862,,1,0,
21,,1901,,1,0,
21,,1941,,1,0,
21,,1983,,1,0,
21,,2030,,0,1,
21,,2072,,0,1,
21,,2115,,0,1,
21,,2157,,0,1,
21,,2199,,0,1,
21,,2247,,0,1,
21,,2290,,0,1,
21,,2331,,0,1,
21,,2370,,0,1,
21,,2415,,0,1,
21,,2459,,0,1,
21,,2499,,0,1,
21,,2543,,0,1,
21,,2586,,1,0,
21,,2629,,0,0,
21,,2666,,1,0,
21,,2704,,0,1,
21,,2743,,1,0,
21,,2784,,1,0,
21,,2821,,1,0,
21,,2851,,1,0,
21,,2886,,1,0,
21,,2938,,1,0,
21,,2966,,0,1,
21,,3003,,0,1,
21,,3040,,0,1,
21,,3079,,0,1,
21,,3121,,0,1,
21,,3163,,0,1,
21,,3206,,0,1,
21,,3244,,1,0,
21,,3278,,1,0,
21,,3320,,1,0,
21,,3361,,1,0,
21,,3397,,1,0,
21,,3435,,1,0,
21,,3472,,1,0,
21,,3507,,1,0,
21,,3546,,1,0,
21,,3592,,1,0,
21,,3637,,1,0,
21,,3679,,1,0,
21,,3721,,1,0,
21,,3764,,1,0,
21,,3807,,1,0,
21,,3847,,1,0,
21,,3883,,1,0,
21,,3923,,0,0,
21,,3968,,0,1,
21,,4011,,0,1,
21,,4062,,0,1,
21,,4105,,0,1,
21,,4145,,0,1,
21,,4183,,0,1,
21,,4225,,0,1,
21,,4271,,0,1,
21,,4314,,0,1,
21,,4356,,0,1,
21,,4401,,0,1,
21,,4445,,0,1,
21,,4488,,0,1,
21,,4534,,0,1,
21,,4577,,0,1,
21,,4619,,0,1,
21,,4654,,0,1,
21,,4697,,0,1,
21,,4738,,0,1,
21,,4778,,0,1,
21,,4824,,0,1,
21,,4875,,0,1,
21,,4916,,0,1,
21,,4958,,0,1,
21,,4996,,0,0,
21,,5039,,0,1,
21,,5083,,0,1,
21,,5125,,0,1,
21,,5173,,0,1,
21,,5208,,0,1,
21,,5244,,0,1,
21,,5286,,0,1,
21,,5332,,0,1,
21,,5373,,0,1,
21,,5413,,0,1,
21,,5447,,0,1,
21,,5487,,0,1,
21,,5518,,0,1,
21,,5552,,0,1,
49,,0,,0,0,
49,,46,,0,0,
49,,91,,0,1,
49,,136,,0,1,
49,,172,,0,1,
49,,211,,0,1,
49,,251,,0,1,
49,,289,,0,1,
49,,324,,0,1,
49,,390,,0,1,
49,,432,,1,0,
49,,468,,0,0,
49,,504,,0,0,
49,,543,,0,0,
49,,587,,0,1,
49,,630,,0,1,
49,,667,,0,1,
49,,710,,0,1,
49,,748,,0,1,
49,,803,,0,1,
49,,848,,0,1,
49,,888,,0,1,
49,,927,,0,0,
49,,971,,0,1,
49,,1016,,0,1,
49,,1062,,0,1,
49,,1104,,0,1,
49,,1148,,0,1,
49,,1189,,0,1,
49,,1231,,0,1,
49,,1276,,0,1,
49,,1318,,0,1,
49,,1359,,0,1,
49,,1403,,0,1,
49,,1441,,0,1,
49,,1481,,0,1,
49,,1520,,0,1,
49,,1559,,0,1,
49,,1600,,0,1,
49,,1641,,1,0,
49,,1684,,0,1,
49,,1723,,1,0,
49,,1762,,0,1,
49,,1802,,0,1,
37,,0,,1,0,
37,,38,,0,1,
37,,73,,0,0,
37,,113,,1,0,
37,,162,,0,1,
37,,206,,0,1,
37,,248,,0,1,
37,,291,,0,1,
37,,336,,1,0,
37,,385,,1,0,
37,,425,,1,0,
37,,470,,0,1,
37,,515,,0,0,
37,,560,,0,0,
37,,601,,0,0,
37,,643,,0,1,
37,,688,,1,0,
37,,730,,1,0,
37,,776,,1,0,
37,,820,,1,0,
37,,858,,1,0,
37,,899,,1,0,
37,,941,,1,0,
37,,985,,1,0,
37,,1027,,1,0,
37,,1067,,1,0,
37,,1099,,1,0,
37,,1133,,1,0,
37,,1174,,0,1,
37,,1208,,0,0,
37,,1251,,1,0,
37,,1297,,1,0,
37,,1340,,0,0,
37,,1382,,1,0,
37,,1427,,1,0,
37,,1467,,1,0,
37,,1509,,1,0,
37,,1546,,1,0,
37,,1586,,1,0,
37,,1627,,1,0,
37,,1661,,1,0,
37,,1703,,1,0,
37,,1754,,1,0,
37,,1799,,0,1,
37,,1841,,0,1,
37,,1879,,0,1,
37,,1916,,0,1,
37,,1958,,0,1,
37,,1997,,0,1,
37,,2034,,0,1,
37,,2070,,0,1,
37,,2110,,0,1,
37,,2155,,0,1,
37,,2202,,0,1,
37,,2242,,0,0,
37,,2281,,0,1,
37,,2329,,0,1,
37,,2371,,0,1,
37,,2401,,0,1,
37,,2439,,0,1,
37,,2484,,1,0,
37,,2525,,1,0,
37,,2568,,0,0,
37,,2609,,1,0,
37,,2652,,0,0,
37,,2692,,1,0,
37,,2737,,1,0,
37,,2781,,1,0,
37,,2822,,0,1,
37,,2861,,0,0,
37,,2904,,1,0,
37,,2944,,1,0,
37,,2986,,1,0,
37,,3029,,0,0,
37,,3077,,1,0,
37,,3121,,1,0,
37,,3168,,1,0,
37,,3206,,1,0,
37,,3245,,1,0,
37,,3293,,1,0,
37,,3332,,1,0,
37,,3372,,1,0,
37,,3417,,1,0,
37,,3460,,1,0,
37,,3497,,1,0,
37,,3542,,1,0,
37,,3581,,1,0,
37,,3634,,1,0,
37,,3673,,1,0,
37,,3714,,0,0,
37,,3758,,1,0,
37,,3798,,1,0,
37,,3842,,0,0,
37,,3891,,1,0,
37,,3934,,1,0,
37,,3978,,1,0,
37,,4023,,1,0,
37,,4065,,1,0,
37,,4114,,1,0,
37,,4158,,1,0,
37,,4204,,1,0,
37,,4249,,1,0,
37,,4291,,0,1,
37,,4330,,0,0,
37,,4371,,0,0,
37,,4405,,0,1,
37,,4448,,0,1,
37,,4496,,0,1,
37,,4538,,0,0,
37,,4583,,0,1,
37,,4633,,0,1,
37,,4674,,0,1,
37,,4711,,0,1,
37,,4752,,1,0,
37,,4796,,1,0,
37,,4838,,0,1,
16,,0,,0,1,
16,,39,,0,1,
16,,81,,0,1,
16,,121,,0,1,
16,,156,,0,1,
16,,199,,0,1,
16,,241,,0,1,
16,,282,,0,1,
16,,323,,0,1,
16,,364,,0,1,
16,,411,,0,1,
16,,455,,0,1,
16,,500,,0,0,
16,,540,,0,0,
16,,573,,0,0,
16,,613,,1,0,
16,,650,,1,0,
16,,688,,1,0,
16,,721,,0,0,
16,,757,,0,1,
16,,789,,0,0,
16,,835,,0,1,
16,,880,,0,1,
16,,925,,0,1,
16,,967,,0,1,
16,,1014,,0,1,
16,,1058,,0,1,
16,,1099,,0,1,
16,,1145,,0,1,
16,,1187,,0,1,
16,,1231,,0,1,
16,,1276,,0,1,
16,,1318,,0,1,
16,,1354,,0,1,
16,,1394,,0,1,
16,,1438,,0,1,
16,,1483,,0,1,
16,,1524,,0,1,
16,,1571,,0,1,
16,,1615,,0,1,
16,,1666,,0,1,
16,,1710,,0,1,
16,,1753,,0,1,
16,,1796,,0,1,
16,,1840,,0,1,
16,,1876,,0,1,
16,,1921,,1,0,
16,,1964,,1,0,
16,,2001,,1,0,
16,,2039,,0,0,
16,,2072,,1,0,
16,,2107,,1,0,
16,,2143,,1,0,
16,,2182,,1,0,
16,,2227,,1,0,
16,,2270,,1,0,
16,,2308,,1,0,
16,,2343,,1,0,
16,,2381,,1,0,
16,,2417,,1,0,
16,,2462,,0,0,
16,,2503,,0,0,
16,,2543,,1,0,
16,,2578,,1,0,
16,,2620,,1,0,
16,,2664,,1,0,
16,,2709,,1,0,
16,,2754,,1,0,
16,,2793,,1,0,
16,,2830,,0,0,
16,,2866,,1,0,
16,,2903,,1,0,
16,,2943,,0,0,
16,,2976,,0,0,
16,,3007,,1,0,
16,,3046,,0,0,
16,,3087,,1,0,
16,,3133,,1,0,
16,,3174,,0,0,
16,,3210,,0,0,
16,,3251,,1,0,
16,,3294,,0,0,
16,,3337,,1,0,
16,,3382,,1,0,
16,,3421,,1,0,
16,,3460,,0,1,
16,,3498,,0,0,
16,,3535,,0,1,
16,,3572,,0,1,
16,,3611,,0,1,
16,,3647,,0,0,
16,,3683,,1,0,
16,,3728,,0,1,
16,,3767,,0,1,
16,,3811,,0,1,
16,,3849,,1,0,
16,,3892,,0,0,
16,,3932,,0,1,
16,,3974,,1,0,
16,,4022,,1,0,
16,,4062,,0,1,
16,,4113,,0,1,
16,,4157,,0,1,
16,,4199,,0,1,
16,,4232,,1,0,
16,,4273,,0,1,
16,,4315,,0,1,
16,,4357,,1,0,
16,,4397,,0,0,
16,,4429,,0,1,
16,,4472,,0,1,
16,,4516,,1,0,
16,,4564,,0,0,
16,,4602,,0,1,
16,,4647,,0,1,
16,,4694,,0,1,
16,,4735,,0,0,
48,,0,,1,0,
48,,42,,0,0,
48,,89,,0,1,
48,,132,,0,1,
48,,164,,0,0,
48,,204,,0,1,
48,,250,,0,1,
48,,290,,0,1,
48,,328,,1,0,
48,,366,,0,0,
48,,406,,0,1,
48,,444,,0,1,
48,,491,,0,1,
48,,528,,1,0,
48,,565,,0,1,
48,,609,,0,1,
48,,654,,0,1,
48,,697,,0,1,
48,,735,,0,0,
48,,776,,0,1,
48,,820,,0,1,
48,,859,,0,1,
48,,891,,0,1,
48,,930,,0,1,
48,,968,,0,1,
48,,1008,,1,0,
48,,1047,,0,1,
48,,1084,,1,0,
48,,1117,,1,0,
48,,1160,,1,0,
48,,1197,,1,0,
48,,1240,,1,0,
48,,1278,,1,0,
48,,1321,,0,0,
48,,1366,,1,0,
48,,1404,,1,0,
48,,1444,,1,0,
48,,1481,,0,1,
48,,1524,,1,0,
48,,1566,,0,1,
48,,1597,,0,1,
48,,1638,,0,1,
48,,1678,,1,0,
48,,1715,,1,0,
38,,0,,1,0,
38,,42,,0,1,
38,,81,,0,1,
38,,131,,0,1,
38,,173,,0,1,
38,,216,,0,1,
38,,261,,0,1,
38,,301,,0,1,
38,,341,,0,1,
38,,375,,0,1,
38,,413,,0,1,
38,,452,,0,1,
38,,492,,0,1,
38,,536,,0,1,
38,,578,,0,1,
38,,624,,0,1,
38,,661,,0,1,
38,,702,,0,1,
38,,747,,0,1,
38,,796,,0,1,
38,,849,,0,1,
38,,892,,0,0,
38,,920,,0,0,
38,,962,,0,1,
38,,1009,,0,1,
38,,1051,,0,1,
38,,1093,,0,1,
38,,1140,,0,1,
38,,1183,,0,1,
38,,1230,,0,1,
38,,1275,,0,1,
38,,1316,,0,1,
38,,1363,,0,1,
38,,1406,,0,1,
38,,1444,,0,1,
38,,1493,,0,1,
38,,1530,,0,1,
38,,1574,,0,1,
38,,1616,,0,1,
38,,1660,,0,1,
38,,1704,,0,1,
38,,1747,,0,1,
38,,1787,,0,1,
43,,0,,1,0,
43,,45,,0,1,
43,,83,,1,0,
43,,120,,0,1,
43,,157,,0,0,
43,,189,,0,1,
43,,235,,0,1,
43,,275,,1,0,
43,,308,,0,1,
43,,353,,0,1,
