trial,_right_canvas_practice,times,_left_canvas_practice,_left_canvas,_right_canvas,
43,,399,,0,1,
43,,441,,0,1,
43,,480,,0,1,
43,,519,,0,1,
43,,569,,0,1,
43,,609,,0,1,
43,,653,,0,1,
43,,701,,0,1,
43,,744,,0,1,
43,,788,,0,1,
43,,830,,0,1,
43,,861,,0,1,
43,,897,,0,1,
43,,936,,0,1,
43,,981,,0,1,
43,,1023,,0,1,
43,,1068,,0,1,
43,,1115,,0,0,
43,,1167,,1,0,
43,,1212,,1,0,
43,,1239,,1,0,
43,,1271,,1,0,
43,,1313,,1,0,
43,,1360,,1,0,
43,,1398,,1,0,
43,,1442,,1,0,
43,,1486,,1,0,
43,,1522,,1,0,
43,,1567,,1,0,
43,,1612,,1,0,
43,,1656,,1,0,
43,,1700,,0,0,
43,,1742,,1,0,
43,,1779,,0,0,
43,,1826,,1,0,
43,,1873,,0,0,
28,,0,,0,0,
28,,36,,0,0,
28,,70,,1,0,
28,,109,,0,1,
28,,143,,0,1,
28,,179,,0,1,
28,,213,,1,0,
28,,249,,1,0,
28,,287,,0,1,
28,,324,,0,1,
28,,371,,0,1,
28,,412,,0,1,
28,,452,,0,1,
28,,497,,0,1,
28,,532,,0,1,
28,,569,,0,1,
28,,608,,0,1,
28,,645,,0,1,
28,,687,,0,1,
28,,729,,0,1,
28,,770,,0,1,
28,,806,,0,1,
28,,849,,0,1,
28,,886,,0,1,
28,,921,,0,1,
28,,961,,0,1,
28,,994,,0,1,
28,,1035,,0,1,
28,,1070,,0,1,
28,,1109,,0,1,
28,,1143,,0,1,
28,,1183,,0,1,
28,,1223,,0,1,
28,,1262,,0,1,
28,,1298,,1,0,
28,,1339,,1,0,
28,,1381,,1,0,
28,,1426,,1,0,
28,,1462,,1,0,
28,,1496,,1,0,
28,,1533,,1,0,
28,,1568,,1,0,
28,,1648,,1,0,
28,,1704,,1,0,
46,,0,,0,0,
46,,32,,0,0,
46,,70,,1,0,
46,,106,,1,0,
46,,149,,1,0,
46,,189,,1,0,
46,,221,,1,0,
46,,262,,1,0,
46,,311,,1,0,
46,,350,,1,0,
46,,398,,1,0,
46,,438,,1,0,
46,,468,,1,0,
46,,509,,1,0,
46,,554,,1,0,
46,,597,,1,0,
46,,647,,1,0,
46,,688,,1,0,
46,,732,,1,0,
46,,776,,1,0,
46,,824,,1,0,
46,,863,,1,0,
46,,903,,1,0,
46,,948,,1,0,
46,,990,,1,0,
46,,1028,,1,0,
46,,1069,,1,0,
46,,1104,,1,0,
46,,1142,,1,0,
46,,1186,,1,0,
46,,1228,,1,0,
46,,1274,,1,0,
46,,1309,,1,0,
46,,1355,,1,0,
46,,1399,,1,0,
46,,1444,,1,0,
46,,1489,,1,0,
46,,1534,,1,0,
46,,1576,,1,0,
46,,1618,,1,0,
46,,1660,,1,0,
46,,1699,,1,0,
46,,1739,,1,0,
46,,1782,,1,0,
46,,1815,,1,0,
46,,1857,,1,0,
46,,1899,,1,0,
46,,1945,,1,0,
46,,1980,,1,0,
46,,2026,,1,0,
46,,2071,,1,0,
46,,2111,,1,0,
46,,2158,,1,0,
46,,2199,,1,0,
46,,2242,,1,0,
46,,2283,,1,0,
46,,2326,,1,0,
46,,2368,,1,0,
46,,2411,,1,0,
46,,2456,,1,0,
46,,2492,,1,0,
46,,2536,,1,0,
46,,2579,,1,0,
46,,2622,,1,0,
46,,2664,,1,0,
46,,2705,,1,0,
46,,2748,,0,1,
46,,2791,,1,0,
46,,2839,,1,0,
46,,2882,,0,0,
46,,2919,,1,0,
46,,2955,,0,1,
46,,2995,,1,0,
46,,3034,,1,0,
46,,3071,,1,0,
29,,0,,0,1,
29,,34,,0,1,
29,,76,,1,0,
29,,118,,0,0,
29,,165,,1,0,
29,,208,,1,0,
29,,245,,1,0,
29,,281,,1,0,
29,,326,,1,0,
29,,371,,1,0,
29,,414,,1,0,
29,,455,,1,0,
29,,497,,1,0,
29,,533,,1,0,
29,,578,,1,0,
29,,621,,1,0,
29,,663,,1,0,
29,,705,,1,0,
29,,739,,1,0,
29,,778,,1,0,
29,,818,,1,0,
29,,864,,1,0,
29,,902,,1,0,
29,,942,,1,0,
29,,988,,1,0,
29,,1029,,1,0,
29,,1073,,1,0,
29,,1115,,1,0,
29,,1158,,1,0,
29,,1195,,1,0,
29,,1231,,1,0,
29,,1264,,1,0,
29,,1306,,1,0,
29,,1346,,1,0,
29,,1378,,1,0,
29,,1422,,1,0,
29,,1458,,1,0,
29,,1500,,0,0,
29,,1534,,0,0,
29,,1565,,1,0,
29,,1598,,1,0,
29,,1637,,0,0,
29,,1673,,1,0,
29,,1714,,1,0,
29,,1756,,1,0,
29,,1810,,1,0,
29,,1871,,0,1,
29,,1917,,0,1,
29,,1949,,0,1,
29,,1990,,1,0,
29,,2066,,0,1,
29,,2105,,0,0,
29,,2146,,0,1,
29,,2188,,0,1,
29,,2228,,0,1,
29,,2267,,0,1,
29,,2307,,0,1,
29,,2344,,0,1,
29,,2387,,0,1,
29,,2431,,0,1,
29,,2474,,0,1,
29,,2513,,0,1,
29,,2554,,0,1,
29,,2600,,0,1,
29,,2648,,0,1,
29,,2691,,1,0,
29,,2735,,0,0,
29,,2776,,1,0,
29,,2817,,1,0,
29,,2868,,1,0,
29,,2908,,1,0,
29,,2954,,1,0,
29,,3001,,0,0,
29,,3049,,0,0,
29,,3098,,0,1,
29,,3142,,0,0,
29,,3187,,1,0,
29,,3233,,0,0,
29,,3269,,1,0,
29,,3304,,0,1,
29,,3344,,1,0,
29,,3383,,0,0,
29,,3424,,0,0,
29,,3472,,0,1,
29,,3515,,0,0,
29,,3564,,1,0,
29,,3605,,0,1,
29,,3645,,0,1,
29,,3685,,0,0,
29,,3733,,0,1,
29,,3776,,0,1,
29,,3819,,1,0,
29,,3859,,1,0,
29,,3896,,1,0,
29,,3936,,1,0,
29,,3980,,1,0,
13,,0,,0,0,
13,,42,,0,0,
13,,77,,0,0,
13,,124,,1,0,
13,,169,,1,0,
13,,215,,0,0,
13,,256,,1,0,
13,,289,,0,1,
13,,328,,1,0,
13,,372,,0,0,
13,,417,,0,1,
13,,460,,0,1,
13,,507,,0,1,
13,,553,,0,1,
13,,596,,0,1,
13,,639,,0,1,
13,,685,,0,1,
13,,724,,1,0,
13,,771,,1,0,
13,,817,,1,0,
13,,866,,1,0,
13,,907,,1,0,
13,,951,,1,0,
13,,993,,1,0,
13,,1030,,1,0,
13,,1064,,1,0,
13,,1102,,1,0,
13,,1145,,0,1,
13,,1189,,0,1,
13,,1230,,0,0,
13,,1274,,0,0,
13,,1312,,0,0,
13,,1355,,0,1,
13,,1395,,0,1,
13,,1431,,0,0,
13,,1475,,0,1,
13,,1513,,0,1,
13,,1556,,0,1,
13,,1601,,0,1,
13,,1645,,0,1,
13,,1685,,0,0,
13,,1719,,0,1,
13,,1757,,0,1,
13,,1802,,0,1,
13,,1844,,0,0,
13,,1888,,0,0,
13,,1932,,0,1,
13,,1981,,0,1,
13,,2026,,1,0,
13,,2070,,1,0,
13,,2115,,0,1,
13,,2153,,0,1,
13,,2191,,1,0,
13,,2226,,0,0,
13,,2256,,1,0,
13,,2295,,1,0,
13,,2338,,1,0,
13,,2379,,0,1,
13,,2421,,0,1,
13,,2457,,1,0,
13,,2494,,1,0,
19,,0,,1,0,
19,,69,,1,0,
19,,108,,1,0,
19,,148,,0,1,
19,,197,,0,0,
19,,242,,0,1,
19,,287,,1,0,
19,,332,,1,0,
19,,373,,1,0,
19,,417,,0,1,
19,,454,,0,1,
19,,499,,0,1,
19,,541,,0,1,
19,,578,,0,1,
19,,612,,0,1,
19,,653,,0,1,
19,,692,,0,1,
19,,732,,0,1,
19,,778,,0,1,
19,,819,,0,1,
19,,856,,0,1,
19,,900,,0,1,
19,,946,,0,1,
19,,987,,0,1,
19,,1031,,1,0,
19,,1080,,1,0,
19,,1119,,1,0,
19,,1164,,1,0,
19,,1209,,1,0,
19,,1259,,1,0,
19,,1299,,1,0,
19,,1343,,0,1,
19,,1386,,0,1,
19,,1434,,0,1,
19,,1487,,0,1,
19,,1536,,0,1,
19,,1580,,0,1,
19,,1625,,0,1,
19,,1670,,0,1,
19,,1710,,0,1,
19,,1756,,0,1,
19,,1796,,0,1,
19,,1842,,0,1,
19,,1885,,0,1,
19,,1932,,0,1,
19,,1978,,0,0,
19,,2021,,0,0,
19,,2066,,0,1,
19,,2113,,0,1,
19,,2155,,0,1,
19,,2201,,0,1,
19,,2246,,0,1,
19,,2288,,1,0,
19,,2332,,1,0,
19,,2378,,0,1,
19,,2425,,1,0,
19,,2468,,0,1,
19,,2510,,0,1,
19,,2546,,1,0,
20,,0,,0,0,
20,,38,,0,1,
20,,77,,0,0,
20,,113,,1,0,
20,,156,,0,0,
20,,202,,1,0,
20,,242,,0,0,
20,,283,,1,0,
20,,327,,1,0,
20,,365,,1,0,
20,,413,,1,0,
20,,449,,1,0,
20,,483,,1,0,
20,,527,,1,0,
20,,574,,1,0,
20,,623,,1,0,
20,,661,,1,0,
20,,702,,1,0,
20,,745,,1,0,
20,,777,,1,0,
20,,817,,1,0,
20,,857,,1,0,
20,,896,,1,0,
20,,945,,1,0,
20,,988,,1,0,
20,,1029,,1,0,
20,,1076,,1,0,
20,,1116,,1,0,
20,,1160,,1,0,
20,,1204,,1,0,
20,,1246,,1,0,
20,,1288,,1,0,
20,,1330,,1,0,
20,,1366,,1,0,
20,,1408,,1,0,
20,,1450,,1,0,
20,,1492,,1,0,
20,,1530,,0,0,
20,,1568,,0,0,
20,,1611,,1,0,
20,,1651,,1,0,
20,,1685,,0,0,
20,,1720,,0,1,
20,,1755,,0,1,
20,,1785,,0,1,
20,,1816,,0,0,
20,,1856,,1,0,
20,,1895,,0,1,
20,,1928,,0,0,
20,,1961,,1,0,
20,,2000,,1,0,
20,,2039,,1,0,
24,,0,,1,0,
24,,44,,1,0,
24,,87,,1,0,
24,,125,,1,0,
24,,162,,1,0,
24,,201,,1,0,
24,,247,,1,0,
24,,284,,1,0,
24,,326,,1,0,
24,,363,,1,0,
24,,392,,1,0,
24,,420,,1,0,
24,,452,,1,0,
24,,488,,1,0,
24,,527,,1,0,
24,,565,,1,0,
24,,607,,1,0,
24,,639,,1,0,
24,,670,,1,0,
24,,704,,1,0,
24,,736,,1,0,
24,,779,,1,0,
24,,828,,1,0,
24,,870,,1,0,
24,,914,,1,0,
24,,952,,1,0,
24,,984,,1,0,
24,,1020,,1,0,
24,,1069,,1,0,
24,,1130,,1,0,
24,,1168,,1,0,
24,,1203,,1,0,
24,,1239,,1,0,
24,,1275,,1,0,
24,,1311,,1,0,
24,,1349,,1,0,
24,,1392,,0,0,
24,,1437,,0,0,
24,,1482,,0,0,
24,,1529,,0,1,
24,,1575,,0,1,
24,,1616,,0,1,
24,,1652,,1,0,
24,,1686,,1,0,
24,,1741,,1,0,
24,,1782,,1,0,
24,,1826,,1,0,
24,,1867,,1,0,
24,,1915,,1,0,
24,,1964,,1,0,
24,,2015,,1,0,
24,,2057,,1,0,
24,,2100,,1,0,
24,,2139,,1,0,
24,,2185,,1,0,
24,,2222,,1,0,
24,,2257,,1,0,
24,,2299,,1,0,
24,,2338,,1,0,
24,,2372,,1,0,
24,,2403,,1,0,
24,,2437,,1,0,
24,,2474,,1,0,
24,,2509,,1,0,
24,,2549,,1,0,
24,,2586,,1,0,
24,,2628,,1,0,
24,,2669,,1,0,
22,,0,,1,0,
22,,34,,0,1,
22,,83,,0,0,
22,,128,,0,1,
22,,173,,0,1,
22,,218,,1,0,
22,,262,,1,0,
22,,301,,0,0,
22,,340,,0,1,
22,,381,,1,0,
22,,424,,1,0,
22,,464,,1,0,
22,,508,,1,0,
22,,548,,1,0,
22,,594,,1,0,
22,,633,,0,0,
22,,671,,0,1,
22,,711,,0,0,
22,,750,,0,1,
22,,786,,0,1,
22,,830,,0,1,
22,,873,,0,1,
22,,917,,0,1,
22,,968,,1,0,
22,,1007,,1,0,
22,,1044,,0,0,
22,,1083,,0,1,
22,,1118,,0,1,
22,,1150,,0,0,
22,,1204,,1,0,
22,,1253,,1,0,
22,,1283,,0,0,
22,,1318,,0,1,
22,,1355,,0,0,
22,,1396,,0,0,
22,,1444,,1,0,
22,,1486,,0,1,
22,,1530,,0,1,
22,,1572,,0,1,
22,,1618,,0,1,
22,,1657,,0,1,
22,,1703,,0,1,
22,,1742,,0,0,
22,,1786,,0,1,
22,,1826,,0,1,
22,,1857,,0,1,
22,,1893,,0,0,
22,,1936,,1,0,
22,,1972,,0,1,
22,,2008,,0,1,
22,,2048,,0,1,
22,,2096,,0,1,
22,,2140,,0,1,
22,,2179,,0,1,
22,,2221,,0,1,
22,,2265,,0,1,
22,,2308,,1,0,
22,,2343,,0,0,
22,,2385,,1,0,
22,,2429,,1,0,
22,,2472,,1,0,
22,,2516,,1,0,
22,,2560,,0,0,
22,,2604,,0,1,
22,,2644,,0,1,
42,,0,,0,1,
42,,38,,1,0,
42,,78,,0,1,
42,,117,,1,0,
42,,160,,1,0,
42,,193,,1,0,
42,,231,,0,1,
42,,271,,1,0,
42,,307,,0,0,
42,,343,,1,0,
42,,379,,1,0,
42,,412,,1,0,
42,,444,,1,0,
42,,477,,1,0,
42,,510,,1,0,
42,,541,,1,0,
42,,574,,0,0,
42,,616,,1,0,
42,,659,,1,0,
42,,696,,1,0,
42,,741,,1,0,
42,,786,,0,1,
42,,826,,0,1,
42,,864,,0,1,
42,,905,,0,1,
42,,946,,0,1,
42,,990,,0,1,
42,,1027,,0,1,
42,,1073,,0,1,
42,,1122,,0,1,
42,,1164,,0,1,
42,,1212,,0,1,
42,,1250,,0,1,
42,,1291,,0,1,
42,,1330,,0,1,
42,,1374,,0,1,
42,,1416,,0,1,
42,,1453,,0,1,
42,,1494,,0,1,
42,,1535,,0,1,
42,,1575,,0,1,
42,,1622,,0,1,
42,,1671,,0,1,
42,,1714,,0,1,
42,,1759,,0,1,
42,,1803,,0,0,
42,,1852,,0,0,
42,,1896,,1,0,
42,,1933,,0,1,
42,,1991,,0,1,
42,,2023,,0,1,
42,,2063,,1,0,
42,,2104,,0,0,
42,,2146,,1,0,
42,,2185,,1,0,
42,,2225,,0,1,
50,,0,,0,1,
50,,45,,0,0,
50,,91,,0,0,
50,,142,,1,0,
50,,186,,0,0,
50,,227,,1,0,
50,,269,,1,0,
50,,308,,0,0,
50,,355,,0,0,
50,,395,,0,1,
50,,428,,0,1,
50,,470,,0,1,
50,,514,,1,0,
50,,551,,0,1,
50,,596,,0,1,
50,,641,,1,0,
50,,688,,0,0,
50,,730,,0,1,
50,,774,,0,0,
50,,812,,1,0,
50,,846,,1,0,
50,,881,,1,0,
50,,926,,1,0,
50,,971,,1,0,
50,,1010,,0,0,
50,,1057,,1,0,
50,,1105,,0,0,
50,,1147,,0,1,
50,,1191,,0,0,
50,,1225,,0,0,
50,,1273,,1,0,
50,,1311,,1,0,
50,,1350,,1,0,
50,,1386,,1,0,
50,,1421,,1,0,
50,,1454,,1,0,
50,,1520,,1,0,
50,,1563,,1,0,
50,,1599,,1,0,
50,,1640,,1,0,
50,,1686,,1,0,
50,,1731,,1,0,
50,,1776,,1,0,
50,,1822,,1,0,
50,,1869,,1,0,
50,,1911,,1,0,
50,,1956,,1,0,
50,,1998,,1,0,
50,,2041,,1,0,
50,,2080,,1,0,
50,,2122,,1,0,
50,,2174,,1,0,
50,,2215,,1,0,
50,,2257,,1,0,
50,,2300,,1,0,
50,,2345,,1,0,
18,,0,,1,0,
18,,35,,1,0,
18,,77,,1,0,
18,,117,,1,0,
18,,158,,1,0,
18,,199,,1,0,
18,,239,,1,0,
18,,281,,1,0,
18,,319,,1,0,
18,,359,,1,0,
18,,399,,1,0,
18,,449,,1,0,
18,,491,,1,0,
18,,533,,1,0,
18,,574,,1,0,
18,,615,,1,0,
18,,687,,1,0,
18,,727,,1,0,
18,,771,,1,0,
18,,815,,1,0,
18,,860,,0,1,
18,,910,,0,1,
18,,943,,0,0,
18,,983,,0,1,
18,,1025,,0,1,
18,,1067,,0,0,
18,,1111,,0,1,
18,,1155,,0,0,
18,,1195,,0,1,
18,,1229,,0,1,
18,,1262,,0,1,
18,,1293,,0,1,
18,,1330,,0,1,
18,,1374,,0,0,
18,,1420,,0,1,
18,,1464,,0,0,
18,,1511,,0,1,
18,,1554,,0,1,
18,,1600,,0,1,
18,,1634,,0,0,
18,,1678,,0,0,
18,,1713,,0,0,
18,,1759,,1,0,
18,,1805,,1,0,
18,,1850,,1,0,
18,,1891,,1,0,
18,,1932,,1,0,
18,,1975,,1,0,
18,,2009,,1,0,
18,,2045,,1,0,
18,,2087,,0,0,
18,,2132,,1,0,
18,,2173,,1,0,
18,,2217,,1,0,
18,,2266,,1,0,
18,,2311,,1,0,
18,,2348,,1,0,
18,,2389,,1,0,
18,,2435,,1,0,
18,,2478,,1,0,
18,,2518,,1,0,
18,,2562,,1,0,
18,,2607,,1,0,
18,,2645,,1,0,
18,,2691,,1,0,
18,,2732,,1,0,
18,,2779,,1,0,
18,,2822,,0,1,
18,,2861,,0,1,
18,,2895,,0,1,
18,,2932,,0,1,
18,,2971,,0,1,
18,,3011,,0,1,
18,,3050,,0,1,
18,,3090,,0,1,
18,,3133,,0,1,
18,,3172,,0,1,
18,,3212,,0,1,
18,,3250,,0,1,
18,,3292,,0,1,
18,,3335,,0,1,
18,,3378,,0,1,
18,,3418,,0,1,
18,,3462,,0,1,
18,,3503,,0,1,
18,,3545,,0,1,
18,,3592,,0,1,
18,,3652,,0,1,
18,,3700,,0,1,
18,,3743,,0,1,
18,,3786,,0,1,
18,,3839,,0,1,
18,,3883,,0,1,
18,,3922,,0,1,
18,,3956,,0,1,
18,,3995,,0,1,
18,,4037,,0,1,
18,,4081,,0,1,
18,,4123,,0,1,
18,,4163,,0,1,
18,,4200,,0,1,
18,,4237,,0,1,
18,,4280,,0,1,
18,,4317,,0,1,
18,,4361,,0,1,
18,,4406,,0,1,
18,,4450,,0,1,
18,,4492,,0,1,
18,,4533,,0,1,
18,,4577,,0,1,
18,,4613,,0,1,
18,,4649,,0,1,
18,,4686,,0,1,
18,,4727,,0,1,
18,,4768,,0,1,
18,,4805,,0,1,
52,,0,,1,0,
52,,33,,1,0,
52,,72,,1,0,
52,,115,,0,1,
52,,155,,1,0,
52,,198,,1,0,
52,,237,,1,0,
52,,279,,1,0,
52,,322,,1,0,
52,,353,,1,0,
52,,384,,1,0,
52,,425,,1,0,
52,,468,,1,0,
52,,513,,1,0,
52,,557,,1,0,
52,,600,,1,0,
52,,635,,1,0,
52,,681,,1,0,
52,,725,,1,0,
52,,769,,1,0,
52,,815,,1,0,
52,,861,,1,0,
52,,905,,1,0,
52,,950,,1,0,
52,,996,,1,0,
52,,1042,,1,0,
52,,1089,,1,0,
52,,1136,,1,0,
52,,1177,,1,0,
52,,1223,,1,0,
52,,1265,,1,0,
52,,1304,,1,0,
52,,1355,,1,0,
52,,1400,,1,0,
52,,1439,,1,0,
52,,1476,,1,0,
52,,1519,,1,0,
52,,1560,,1,0,
52,,1604,,1,0,
52,,1645,,1,0,
52,,1690,,1,0,
52,,1729,,1,0,
52,,1774,,1,0,
52,,1820,,1,0,
52,,1865,,1,0,
52,,1907,,1,0,
52,,1943,,1,0,
52,,1984,,1,0,
52,,2026,,1,0,
52,,2068,,1,0,
40,,0,,0,0,
40,,39,,0,0,
40,,79,,1,0,
40,,123,,0,0,
40,,167,,0,0,
40,,207,,1,0,
40,,247,,1,0,
40,,282,,0,0,
40,,327,,0,0,
40,,371,,0,1,
40,,415,,0,0,
40,,463,,0,0,
40,,503,,0,0,
40,,544,,0,0,
40,,588,,0,1,
40,,626,,0,0,
40,,673,,0,0,
40,,717,,0,1,
40,,764,,0,0,
40,,806,,1,0,
40,,847,,0,0,
40,,895,,0,0,
40,,957,,0,1,
40,,991,,0,1,
40,,1031,,0,0,
40,,1074,,0,1,
40,,1120,,0,1,
40,,1155,,0,1,
40,,1197,,0,1,
40,,1234,,0,1,
40,,1278,,0,1,
40,,1325,,0,1,
40,,1369,,1,0,
40,,1413,,1,0,
40,,1459,,0,1,
40,,1502,,0,1,
40,,1548,,0,0,
40,,1590,,1,0,
40,,1636,,0,1,
40,,1679,,0,0,
40,,1725,,0,1,
40,,1765,,0,1,
40,,1805,,0,1,
40,,1848,,0,1,
40,,1890,,0,1,
40,,1950,,0,0,
40,,2004,,1,0,
40,,2048,,1,0,
40,,2091,,1,0,
40,,2140,,0,0,
40,,2179,,1,0,
40,,2220,,1,0,
40,,2258,,1,0,
40,,2301,,1,0,
40,,2343,,1,0,
40,,2389,,1,0,
40,,2438,,1,0,
40,,2483,,1,0,
40,,2526,,1,0,
40,,2572,,1,0,
40,,2618,,0,1,
40,,2661,,0,0,
40,,2701,,0,1,
40,,2734,,0,1,
40,,2777,,0,1,
40,,2893,,0,0,
40,,2944,,1,0,
30,,0,,0,1,
30,,35,,0,0,
30,,76,,0,1,
30,,110,,1,0,
30,,145,,0,0,
30,,189,,0,0,
30,,227,,0,1,
30,,269,,1,0,
30,,316,,1,0,
30,,356,,1,0,
30,,403,,0,0,
30,,447,,1,0,
30,,479,,0,0,
30,,522,,1,0,
30,,560,,0,0,
30,,600,,1,0,
30,,645,,1,0,
30,,686,,1,0,
30,,720,,0,0,
30,,767,,0,1,
30,,811,,0,0,
30,,848,,0,0,
30,,889,,0,0,
30,,934,,1,0,
30,,981,,1,0,
30,,1024,,1,0,
30,,1068,,0,0,
30,,1109,,1,0,
30,,1146,,1,0,
30,,1180,,0,0,
30,,1223,,1,0,
30,,1264,,1,0,
30,,1311,,1,0,
30,,1357,,1,0,
30,,1398,,1,0,
30,,1438,,1,0,
30,,1481,,1,0,
30,,1515,,1,0,
30,,1550,,1,0,
30,,1591,,1,0,
30,,1624,,1,0,
30,,1665,,1,0,
30,,1727,,1,0,
30,,1773,,0,1,
30,,1803,,0,0,
30,,1835,,1,0,
30,,1873,,0,0,
30,,1913,,0,0,
30,,1955,,1,0,
30,,1999,,0,0,
30,,2039,,1,0,
30,,2081,,0,1,
30,,2126,,0,1,
30,,2163,,0,1,
30,,2203,,1,0,
30,,2240,,0,1,
30,,2278,,0,1,
30,,2322,,0,1,
30,,2359,,0,1,
30,,2401,,0,1,
30,,2441,,0,1,
30,,2489,,0,1,
30,,2527,,0,1,
30,,2565,,0,1,
30,,2604,,0,1,
30,,2646,,0,1,
30,,2685,,0,1,
30,,2728,,0,1,
30,,2764,,0,1,
30,,2802,,1,0,
30,,2833,,1,0,
30,,2862,,1,0,
30,,2903,,0,0,
30,,2939,,1,0,
30,,2977,,1,0,
30,,3013,,1,0,
30,,3052,,1,0,
30,,3092,,1,0,
30,,3129,,1,0,
30,,3164,,1,0,
30,,3202,,1,0,
30,,3238,,1,0,
30,,3281,,1,0,
30,,3316,,1,0,
30,,3351,,1,0,
30,,3392,,1,0,
30,,3431,,1,0,
30,,3479,,1,0,
30,,3519,,1,0,
30,,3551,,1,0,
30,,3586,,1,0,
30,,3620,,1,0,
30,,3661,,1,0,
30,,3702,,1,0,
30,,3741,,1,0,
30,,3782,,1,0,
30,,3823,,1,0,
30,,3861,,1,0,
30,,3907,,1,0,
30,,3949,,1,0,
30,,3992,,1,0,
30,,4032,,1,0,
30,,4070,,1,0,
30,,4112,,1,0,
30,,4150,,0,0,
30,,4191,,0,0,
30,,4232,,1,0,
27,,0,,0,0,
27,,44,,0,1,
27,,89,,0,0,
27,,132,,0,1,
27,,174,,0,1,
27,,217,,0,0,
27,,262,,0,0,
27,,308,,0,1,
27,,353,,0,1,
27,,397,,0,1,
27,,441,,0,1,
27,,481,,0,1,
27,,521,,0,0,
27,,561,,0,1,
27,,599,,0,1,
27,,643,,0,1,
27,,685,,0,1,
27,,723,,0,1,
27,,767,,0,1,
27,,806,,0,1,
27,,849,,0,1,
27,,891,,0,1,
27,,918,,0,0,
27,,952,,0,1,
27,,993,,0,1,
27,,1030,,0,1,
27,,1067,,0,1,
27,,1103,,0,1,
27,,1138,,0,1,
27,,1176,,0,1,
27,,1221,,0,1,
27,,1262,,0,0,
27,,1296,,0,1,
27,,1330,,0,1,
27,,1363,,0,1,
27,,1397,,0,1,
27,,1439,,0,1,
27,,1472,,0,1,
27,,1505,,0,1,
27,,1538,,0,1,
27,,1570,,0,1,
27,,1608,,0,1,
27,,1650,,0,1,
27,,1692,,0,1,
27,,1738,,1,0,
27,,1777,,1,0,
27,,1815,,0,0,
27,,1858,,0,1,
27,,1890,,1,0,
27,,1930,,0,1,
27,,1973,,1,0,
27,,2009,,1,0,
27,,2053,,1,0,
27,,2098,,1,0,
27,,2137,,0,0,
27,,2176,,0,1,
27,,2219,,0,1,
27,,2266,,0,1,
27,,2309,,0,1,
27,,2349,,0,1,
27,,2394,,0,1,
27,,2438,,0,1,
27,,2483,,0,1,
27,,2531,,0,1,
27,,2577,,0,1,
27,,2622,,0,1,
27,,2664,,0,1,
27,,2708,,0,1,
27,,2749,,0,1,
27,,2791,,0,1,
27,,2836,,0,1,
27,,2876,,0,1,
27,,2915,,0,1,
27,,2951,,0,1,
27,,2998,,0,1,
27,,3037,,0,1,
27,,3082,,0,1,
27,,3125,,0,0,
27,,3160,,0,1,
27,,3200,,0,1,
27,,3242,,0,1,
27,,3287,,0,1,
27,,3332,,1,0,
27,,3368,,1,0,
27,,3411,,1,0,
