trial,_right_canvas,times,_left_canvas,Unnamed: 4
6,0,0,1,
6,0,46,1,
6,0,85,1,
6,1,126,0,
6,1,171,0,
6,1,212,0,
6,1,252,0,
6,1,295,0,
6,1,339,0,
6,0,382,0,
6,1,425,0,
6,0,464,1,
6,0,507,1,
6,0,551,1,
6,0,597,1,
6,0,651,1,
6,0,690,0,
6,0,734,1,
6,0,777,1,
6,0,819,1,
6,0,864,1,
6,0,907,1,
6,0,952,1,
6,0,993,1,
6,0,1040,1,
6,0,1091,1,
6,0,1136,0,
6,0,1185,0,
6,0,1230,1,
6,0,1272,1,
6,0,1313,0,
6,0,1350,0,
6,0,1388,1,
6,0,1430,0,
6,0,1476,1,
6,0,1519,1,
6,0,1561,0,
6,0,1605,1,
6,0,1647,1,
6,0,1691,1,
6,0,1733,1,
6,0,1778,0,
6,0,1820,1,
6,0,1863,1,
6,0,1907,1,
6,1,1946,0,
6,0,1983,0,
6,1,2024,0,
6,1,2068,0,
6,1,2107,0,
6,0,2146,0,
6,1,2189,0,
6,0,2231,1,
6,0,2273,1,
6,0,2313,1,
6,0,2355,1,
6,0,2398,0,
7,0,0,1,
7,0,46,1,
7,0,88,1,
7,0,132,1,
7,0,175,1,
7,0,215,1,
7,0,258,1,
7,0,302,1,
7,0,344,1,
7,0,389,0,
7,0,431,0,
7,0,474,0,
7,1,519,0,
7,1,565,0,
7,1,605,0,
7,1,651,0,
7,1,693,0,
7,1,737,0,
7,1,781,0,
7,1,826,0,
7,0,869,0,
7,1,909,0,
7,1,952,0,
7,1,992,0,
7,1,1038,0,
7,1,1088,0,
7,1,1133,0,
7,0,1177,0,
7,1,1222,0,
7,1,1261,0,
7,1,1306,0,
7,1,1350,0,
7,1,1395,0,
8,0,0,1,
8,1,41,0,
8,1,85,0,
8,1,128,0,
8,1,170,0,
8,1,214,0,
8,1,258,0,
8,1,301,0,
8,1,339,0,
8,1,381,0,
8,0,424,0,
8,0,467,1,
8,0,509,1,
8,0,549,1,
8,0,591,1,
8,0,633,1,
8,0,676,1,
8,0,717,1,
8,0,760,1,
8,0,802,1,
8,0,846,1,
8,0,889,1,
8,0,931,1,
8,0,972,1,
8,0,1016,1,
8,0,1059,1,
8,0,1103,1,
8,0,1148,1,
8,0,1195,1,
8,0,1238,1,
10,0,0,1,
10,0,42,0,
10,0,84,1,
10,0,130,1,
10,0,175,1,
10,0,217,1,
10,0,258,1,
10,0,298,1,
10,0,343,1,
10,0,385,1,
10,0,428,1,
10,0,466,1,
10,0,508,1,
10,0,553,1,
10,0,595,1,
10,0,643,1,
10,0,684,1,
10,0,724,1,
10,1,764,0,
10,1,808,0,
10,0,850,0,
10,1,893,0,
10,1,935,0,
10,1,980,0,
10,1,1021,0,
10,1,1064,0,
10,0,1108,1,
10,0,1149,1,
10,1,1192,0,
10,0,1238,1,
10,1,1280,0,
10,1,1319,0,
10,1,1362,0,
10,1,1401,0,
10,1,1444,0,
10,1,1487,0,
10,1,1531,0,
10,1,1573,0,
10,1,1617,0,
10,1,1662,0,
10,1,1700,0,
10,1,1742,0,
10,1,1782,0,
10,1,1825,0,
10,1,1868,0,
10,1,1908,0,
10,1,1949,0,
10,1,1992,0,
