trial,times,_right_canvas,_left_canvas,Unnamed: 4
6,0,0,1,
6,48,0,1,
6,97,0,1,
6,144,0,1,
6,198,0,1,
6,245,1,0,
6,287,0,1,
6,328,0,1,
6,370,0,0,
6,409,1,0,
6,445,1,0,
6,484,1,0,
6,539,0,0,
6,581,0,1,
6,629,0,0,
6,668,0,0,
6,708,0,0,
6,765,0,0,
6,817,0,0,
6,858,0,0,
6,910,0,0,
6,954,0,0,
6,998,0,1,
6,1046,0,1,
6,1104,0,0,
6,1150,0,1,
6,1196,0,1,
7,0,0,1,
7,45,0,1,
7,82,0,0,
7,138,1,0,
7,184,0,0,
7,222,0,1,
7,262,0,0,
7,311,1,0,
7,372,0,1,
7,428,1,0,
7,481,1,0,
7,529,1,0,
7,574,1,0,
7,620,1,0,
7,670,1,0,
7,713,1,0,
7,762,1,0,
7,801,0,0,
7,844,1,0,
7,889,1,0,
7,937,1,0,
7,976,1,0,
7,1035,1,0,
7,1082,1,0,
7,1133,1,0,
7,1184,1,0,
7,1231,0,0,
7,1284,1,0,
7,1341,1,0,
7,1390,0,1,
7,1438,1,0,
7,1477,1,0,
7,1518,1,0,
7,1571,1,0,
7,1622,1,0,
7,1662,1,0,
7,1712,1,0,
7,1764,1,0,
7,1812,1,0,
7,1855,1,0,
7,1914,1,0,
7,1963,1,0,
7,2002,1,0,
7,2052,1,0,
7,2101,1,0,
7,2148,1,0,
7,2193,1,0,
7,2239,1,0,
7,2282,1,0,
7,2342,1,0,
7,2382,1,0,
7,2428,1,0,
8,0,0,1,
8,44,0,0,
8,91,0,1,
8,142,0,1,
8,182,0,1,
8,232,0,1,
8,270,0,1,
8,310,0,1,
8,349,0,1,
8,387,0,1,
8,430,0,1,
8,481,0,1,
8,542,0,1,
8,582,0,1,
8,629,0,1,
8,679,0,1,
8,720,0,1,
8,770,0,1,
8,821,0,1,
8,871,0,1,
8,919,0,1,
8,959,0,1,
8,1014,0,1,
8,1055,0,1,
8,1107,0,1,
8,1162,0,1,
8,1206,0,1,
10,0,0,1,
10,44,1,0,
10,85,1,0,
10,134,1,0,
10,177,0,1,
10,220,1,0,
10,260,0,1,
10,310,1,0,
10,357,1,0,
10,412,0,0,
10,459,1,0,
10,518,1,0,
10,566,1,0,
10,609,0,0,
10,649,1,0,
10,690,1,0,
10,742,1,0,
10,789,1,0,
10,834,0,0,
10,874,0,0,
10,923,0,1,
10,977,0,0,
10,1021,1,0,
10,1056,1,0,
10,1095,1,0,
10,1142,1,0,
10,1181,1,0,
10,1217,0,0,
10,1262,0,0,
10,1313,1,0,
10,1358,1,0,
10,1409,1,0,
10,1450,1,0,
10,1490,1,0,
10,1529,1,0,
10,1582,1,0,
10,1622,1,0,
10,1662,1,0,
10,1712,1,0,
10,1764,1,0,
10,1808,1,0,
10,1845,1,0,
10,1884,1,0,
10,1924,1,0,
10,1972,1,0,
10,2019,1,0,
10,2067,1,0,
10,2113,1,0,
10,2152,1,0,
10,2209,1,0,
10,2259,1,0,
10,2302,1,0,
10,2358,1,0,
10,2413,1,0,
10,2463,1,0,
10,2505,1,0,
10,2549,1,0,
10,2587,1,0,
10,2634,1,0,
10,2674,1,0,
10,2718,1,0,
10,2761,1,0,
10,2814,1,0,
10,2863,1,0,
10,2907,1,0,
10,2964,1,0,
10,3010,1,0,
10,3059,1,0,
10,3109,1,0,
10,3159,1,0,
10,3213,1,0,
10,3254,1,0,
10,3294,1,0,
10,3349,1,0,
10,3396,1,0,
10,3441,1,0,
10,3483,1,0,
10,3526,1,0,
10,3574,1,0,
10,3621,1,0,
10,3682,1,0,
10,3722,1,0,
10,3779,1,0,
10,3825,1,0,
10,3876,1,0,
10,3923,1,0,
10,3964,1,0,
11,0,1,0,
11,50,1,0,
11,98,0,1,
11,149,0,1,
11,205,0,0,
11,252,0,1,
11,304,0,1,
11,357,0,1,
11,404,0,0,
11,449,0,0,
11,491,0,0,
11,536,0,1,
11,595,0,1,
11,640,0,0,
11,680,0,1,
11,722,0,0,
11,769,0,0,
11,819,0,0,
11,868,0,0,
11,926,1,0,
11,978,0,1,
11,1026,0,1,
11,1075,0,1,
11,1129,0,1,
11,1175,0,1,
11,1222,0,1,
11,1274,0,1,
11,1326,0,1,
11,1370,0,1,
11,1429,0,1,
11,1476,0,1,
12,0,0,1,
12,43,0,1,
12,86,0,1,
12,131,0,1,
12,177,0,1,
12,222,0,1,
12,276,0,1,
12,323,0,1,
12,372,0,1,
12,413,0,1,
12,458,0,1,
12,503,0,0,
12,552,0,1,
12,592,0,1,
13,0,0,1,
13,43,0,0,
13,97,0,1,
13,155,1,0,
13,203,1,0,
13,253,1,0,
13,300,0,1,
13,349,0,1,
13,403,0,1,
13,452,0,1,
13,504,0,1,
13,546,0,1,
13,599,0,1,
13,650,0,1,
13,698,0,1,
13,746,0,1,
13,798,0,1,
13,843,0,1,
13,891,0,1,
13,937,0,1,
13,999,0,1,
13,1039,0,0,
13,1096,0,1,
13,1145,0,1,
13,1192,0,1,
13,1245,0,1,
13,1298,0,1,
13,1338,0,1,
13,1391,0,1,
13,1437,0,1,
13,1485,0,1,
13,1547,0,1,
13,1599,0,1,
13,1645,0,1,
13,1700,0,1,
13,1753,0,1,
13,1814,0,1,
13,1860,0,0,
13,1912,0,1,
13,1952,0,1,
13,1994,0,1,
13,2036,0,1,
13,2086,0,1,
13,2132,0,1,
13,2175,0,0,
13,2225,0,1,
14,0,1,0,
14,52,1,0,
14,105,0,0,
14,154,0,0,
14,203,0,0,
14,254,0,0,
14,305,0,1,
14,353,0,1,
14,399,0,1,
14,446,0,1,
14,496,0,1,
14,548,0,1,
14,595,0,1,
14,648,0,1,
14,695,1,0,
14,748,1,0,
14,787,1,0,
14,831,1,0,
14,890,1,0,
14,936,1,0,
14,976,0,1,
14,1024,0,1,
14,1067,0,1,
14,1108,0,1,
14,1168,0,1,
14,1217,0,1,
14,1268,1,0,
14,1314,1,0,
14,1356,1,0,
14,1399,1,0,
14,1442,1,0,
14,1488,1,0,
14,1535,1,0,
14,1584,1,0,
14,1636,1,0,
14,1691,0,0,
14,1745,1,0,
14,1791,1,0,
14,1845,1,0,
14,1897,1,0,
14,1939,1,0,
14,1978,1,0,
14,2031,1,0,
14,2069,1,0,
14,2119,1,0,
14,2177,1,0,
14,2227,1,0,
14,2275,1,0,
14,2334,1,0,
14,2375,1,0,
14,2420,1,0,
14,2460,1,0,
14,2499,1,0,
14,2544,0,0,
14,2598,1,0,
14,2643,1,0,
14,2680,1,0,
14,2729,1,0,
14,2769,1,0,
15,0,1,0,
15,47,1,0,
15,97,0,0,
15,144,0,0,
15,192,0,0,
15,235,1,0,
15,281,1,0,
15,326,1,0,
15,373,0,0,
15,425,1,0,
15,477,0,0,
15,525,0,0,
15,578,1,0,
15,630,1,0,
15,671,1,0,
15,716,1,0,
15,763,1,0,
15,808,1,0,
15,856,1,0,
15,894,1,0,
15,939,1,0,
15,987,1,0,
15,1031,1,0,
15,1071,0,0,
15,1127,0,0,
15,1176,1,0,
15,1225,1,0,
15,1278,0,0,
15,1325,1,0,
15,1369,1,0,
15,1417,1,0,
15,1465,0,1,
15,1505,1,0,
15,1550,1,0,
15,1610,1,0,
15,1657,1,0,
16,0,1,0,
16,52,1,0,
16,97,1,0,
16,151,1,0,
16,201,1,0,
16,250,1,0,
16,300,1,0,
16,351,1,0,
16,397,1,0,
16,444,1,0,
16,497,1,0,
16,542,1,0,
16,589,0,1,
16,629,0,1,
16,677,0,1,
16,734,0,1,
16,784,0,1,
16,832,1,0,
16,889,1,0,
16,935,1,0,
16,982,1,0,
16,1025,1,0,
16,1085,1,0,
16,1132,1,0,
16,1171,1,0,
16,1230,1,0,
16,1279,1,0,
16,1328,1,0,
16,1375,1,0,
16,1425,0,0,
16,1475,1,0,
16,1523,1,0,
16,1575,1,0,
16,1615,1,0,
16,1668,0,0,
16,1725,1,0,
16,1766,1,0,
16,1825,1,0,
16,1873,1,0,
16,1922,1,0,
16,1966,0,0,
16,2015,1,0,
16,2064,1,0,
16,2113,1,0,
17,0,1,0,
17,62,1,0,
17,117,1,0,
17,164,1,0,
17,204,1,0,
17,253,1,0,
17,301,1,0,
17,352,1,0,
17,398,1,0,
17,443,1,0,
17,493,1,0,
17,545,1,0,
17,587,1,0,
17,635,1,0,
17,674,1,0,
17,716,1,0,
17,755,1,0,
17,797,1,0,
17,843,1,0,
17,898,1,0,
17,950,1,0,
17,996,1,0,
17,1045,1,0,
17,1093,1,0,
18,0,0,1,
18,50,0,1,
18,101,0,0,
18,153,0,1,
18,202,0,1,
18,244,0,1,
18,302,0,1,
18,356,0,1,
18,412,0,1,
18,466,0,1,
18,511,0,1,
18,556,0,1,
18,602,0,1,
18,643,0,1,
18,692,0,1,
18,742,0,1,
18,789,0,1,
18,836,0,1,
18,890,0,1,
18,942,0,1,
18,981,0,1,
18,1022,0,1,
18,1076,0,1,
18,1123,0,1,
18,1172,0,1,
19,0,0,1,
19,49,1,0,
19,105,0,1,
19,154,0,1,
19,202,0,1,
19,260,0,0,
19,307,0,1,
19,352,0,1,
19,396,0,1,
19,442,0,0,
19,483,0,1,
19,526,0,1,
19,568,0,0,
19,607,0,1,
19,662,0,0,
19,710,1,0,
19,749,1,0,
19,801,1,0,
19,844,1,0,
19,912,1,0,
19,956,1,0,
19,1003,1,0,
19,1054,1,0,
19,1114,1,0,
19,1160,1,0,
19,1214,1,0,
19,1260,1,0,
19,1322,1,0,
19,1375,1,0,
19,1420,1,0,
19,1466,1,0,
19,1532,1,0,
19,1583,1,0,
20,0,0,1,
20,51,0,1,
20,89,0,1,
20,140,0,1,
20,185,0,1,
20,230,0,1,
20,274,0,0,
20,315,0,0,
20,356,0,0,
20,396,0,0,
20,442,0,1,
20,489,0,0,
20,541,1,0,
20,584,1,0,
20,637,1,0,
20,685,1,0,
20,731,1,0,
20,777,1,0,
20,820,0,0,
20,860,1,0,
20,907,1,0,
20,950,0,0,
20,990,0,1,
20,1040,0,1,
20,1082,1,0,
20,1127,1,0,
20,1165,1,0,
20,1219,0,0,
20,1260,0,0,
20,1310,0,1,
21,0,0,1,
21,42,1,0,
21,94,1,0,
21,137,0,1,
21,188,0,1,
21,242,0,1,
21,294,0,0,
21,341,0,1,
21,389,0,1,
21,442,0,1,
21,501,0,1,
21,550,0,1,
21,595,0,0,
21,650,0,0,
21,688,0,1,
21,742,0,1,
21,793,0,0,
21,842,1,0,
22,0,0,1,
22,48,0,1,
22,94,0,1,
22,146,0,1,
22,187,1,0,
22,228,1,0,
22,269,0,0,
22,326,0,0,
22,376,0,1,
22,426,0,1,
22,466,0,1,
22,522,1,0,
22,565,1,0,
22,617,0,0,
22,669,1,0,
22,717,1,0,
22,765,1,0,
22,815,0,0,
22,863,0,0,
22,916,1,0,
22,963,0,0,
22,1025,1,0,
22,1066,1,0,
22,1114,1,0,
22,1153,0,0,
22,1203,1,0,
22,1242,1,0,
22,1288,1,0,
22,1334,1,0,
23,0,1,0,
23,47,1,0,
23,89,1,0,
23,143,1,0,
23,190,0,0,
23,244,0,0,
23,299,0,1,
23,348,1,0,
23,400,0,1,
23,447,1,0,
23,497,0,1,
23,549,0,1,
23,597,0,1,
23,647,0,1,
23,697,1,0,
23,738,1,0,
23,793,1,0,
